URL imagen Streamer,Nombres Streamers,AVG viewers,Time Streamed,All time peak viewers,Hours watched,Rank,Followers gained,Total followers,Total views
"
<a href=""/gronkh"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/gronkh-profile_image-76b34139eaa46bb5-300x300.png"">
</a>
",GRONKH,"19,190","90.7
hours","115,784",1.74M,84,+10.1K,1.49M,112M
"
<a href=""/elxokas"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/198c0fe9-cf41-4ef1-ad55-405c1e599f25-profile_image-300x300.png"">
</a>
",ELXOKAS,"10,638","255.9
hours","1,208,144",2.72M,85,+10.7K,2.96M,96.9M
"
<a href=""/gabepeixe"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/5bb6bc7d-4371-4f10-8827-7dc925f83230-profile_image-300x300.png"">
</a>
",GABEPEIXE,"10,856","247
hours","101,307",2.68M,86,+43.8K,913K,19.5M
"
<a href=""/austinshow"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/9e894c05-6131-4414-bf01-a65e9f88b13a-profile_image-300x300.png"">
</a>
",AUSTINSHOW,"30,645","11.8
hours","186,197",361K,87,+13.0K,1.66M,42.6M
"
<a href=""/westcol"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/0afdc3fb-4825-422d-85ad-fbd2ce93fade-profile_image-300x300.jpeg"">
</a>
",WESTCOL,"22,478","53.4
hours","45,067",1.20M,88,+98.6K,651K,5.12M
"
<a href=""/hiswattson"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/e44c46fc-5244-4a88-9ac4-4b859c242904-profile_image-300x300.png"">
</a>
",HISWATTSON,"10,815","235.1
hours","21,393",2.54M,89,+72.2K,358K,1.35M
"
<a href=""/noway4u_sir"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/9e619d88755f56a8-profile_image-300x300.png"">
</a>
",NOWAY4U_SIR,"11,928","201.7
hours","39,459",2.41M,90,+6.4K,559K,101M
"
<a href=""/gorgc"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/gorgc-profile_image-469e05d25a1e8594-300x300.jpeg"">
</a>
",GORGC,"12,484","184.6
hours","55,738",2.30M,91,+8.3K,596K,83.4M
"
<a href=""/tsm_imperialhal"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/039b8034-2b66-4d30-97ec-15bf08f219d9-profile_image-300x300.png"">
</a>
",TSM_IMPERIALHAL,"16,173","113.5
hours","108,815",1.84M,92,+26.4K,1.67M,70.5M
"
<a href=""/rivers_gg"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/0e6f8782-d5b9-4a51-ae8a-9c952c213487-profile_image-300x300.png"">
</a>
 ",RIVERS_GG,"15,384","122.2
hours","67,309",1.88M,93,+274K,1.78M,4.56M
"
<a href=""/amouranth"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/73a412eb-6d1c-4a1d-8711-aca8e1d144cb-profile_image-300x300.png"">
</a>
",AMOURANTH,"8,606","304.7
hours","33,530",2.62M,94,+78.5K,5.80M,401M
"
<a href=""/tfue"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/82b63a01-628f-4c81-9b05-dd3a5011fdda-profile_image-300x300.png"">
</a>
",TFUE,"12,391","172.2
hours","316,214",2.13M,95,+34.9K,11.2M,310M
"
<a href=""/iitztimmy"" target=""_blank"">
 <img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/07580fe8-4509-4cbd-84b6-31732234e98c-profile_image-300x300.png"">
</a>
",IITZTIMMY,"8,760","290.6
hours","138,482",2.55M,96,+86.8K,2.41M,46.2M
"
<a href=""/moistcr1tikal"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/df6f775d-8794-4cbe-aa85-dbdc72975696-profile_image-300x300.png"">
</a>
",MOISTCR1TIKAL,"13,335","149.3
hours","69,435",1.99M,97,+73.3K,4.44M,59.3M
"
<a href=""/etoiles"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/4eecaab8-4de3-4bcc-b2b7-f3a03e8273a8-profile_image-300x300.png"">
</a>
",ETOILES,"14,715","122.1
hours","242,237",1.80M,98,+46.5K,781K,44.5M
"
<a href=""/tommyinnit"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/1a50f189-3f73-4a93-a6e4-d53e8a26fceb-profile_image-300x300.jpeg"">
</a>
",TOMMYINNIT,"28,051","7.8
hours","650,237",219K,99,+13.6K,7.28M,64.2M
"
<a href=""/yoda"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/a1489408-be7a-42b8-b823-962d1e0f0a6a-profile_image-300x300.png"">
</a>
",YODA,"10,888","203.6
hours","132,814",2.22M,100,+10.4K,2.35M,248M
"
<a href=""/paradeev1ch"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/49f60476-5c39-493e-a961-304390d80629-profile_image-300x300.png"">
</a>
",PARADEEV1CH,"23,418","30.9
hours","81,966",723K,101,+52.2K,1.11M,12.4M
"
<a href=""/cdawgva"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/49110706-4c6c-4da5-8037-0fbd429405f5-profile_image-300x300.png"">
</a>
",CDAWGVA,"15,888","99.8
hours","31,802",1.59M,102,+43.0K,853K,9.13M
"
<a href=""/carreraaa"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/059eec62-ae08-4517-8abd-26c5b209bb94-profile_image-300x300.png"">
</a>
",CARRERAAA,"13,450","138.9
hours","43,252",1.87M,103,+249K,2.62M,10.7M
"
<a href=""/doublelift"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/2a9aad00-b15b-411e-86c4-8e7432e78740-profile_image-300x300.png"">
</a>
",DOUBLELIFT,"14,595","117.3
hours","64,735",1.71M,104,+6.5K,1.73M,102M
"
<a href=""/jasper7se"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/ff726cad-4c99-4ca4-8422-0b853d6382de-profile_image-300x300.png"">
</a>
 ",JASPER7SE,"13,396","137.3
hours","42,321",1.84M,105,+14.9K,381K,32.6M
"
<a href=""/trymacs"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/22a56845-20d0-4e14-932e-0ec099b088eb-profile_image-300x300.png"">
</a>
",TRYMACS,"17,285","77.9
hours","365,000",1.35M,106,+20.9K,3.09M,148M
"
<a href=""/rebirthztv"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/fe4f106094bd5f06-profile_image-300x300.png"">
</a>
",REBIRTHZTV,"12,770","143.3
hours","47,600",1.83M,107,+12.3K,682K,46.4M
"
<a href=""/ranboolive"" target=""_blank"">
 <img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/8de4d844-586d-4be9-8570-04a0678fa99e-profile_image-300x300.png"">
</a>
",RANBOOLIVE,"22,595","27.7
hours","346,132",625K,108,+23.1K,4.40M,66.9M
"
<a href=""/buddha"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/7f1cd66d-f145-4a0f-8e0e-5196c9c87410-profile_image-300x300.png"">
</a>
",BUDDHA,"10,811","184.3
hours","67,137",1.99M,109,+5.4K,820K,71.9M
"
<a href=""/valorant_br"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/cf3df507-68a5-4abd-8437-d7b0795f4569-profile_image-300x300.png"">
</a>
",VALORANT_BR,"13,834","117.8
hours","120,540",1.63M,110,+28.2K,500K,16.6M
"
<a href=""/cohhcarnage"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/148c3b8a-a78b-4139-a429-7d3d90ce8a27-profile_image-300x300.png"">
</a>
",COHHCARNAGE,"9,165","217.7
hours","68,777",2.00M,111,+3.1K,1.45M,223M
"
<a href=""/mixwell"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/f0044e07-f9f1-4530-8a69-faaea89aa7d8-profile_image-300x300.png"">
</a>
",MIXWELL,"16,499","67.9
hours","87,546",1.12M,112,+27.8K,868K,26.4M
"
<a href=""/eamaddennfl"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/1d35e1dd-d800-451e-be0e-03a246117ede-profile_image-300x300.png"">
</a>
",EAMADDENNFL,"21,549","22.8
hours","97,361",490K,113,+29.6K,490K,24.2M
"
<a href=""/koreshzy"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/f931e2e7-a968-48d3-91cb-4b7d2ed1f80a-profile_image-300x300.png"">
</a>
",KORESHZY,"18,936","40.4
hours","64,628",766K,114,+57.6K,1.06M,12.3M
"
<a href=""/caedrel"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/483a37ac-58fd-4e2f-8dc3-2c68a0164112-profile_image-300x300.png"">
</a>
",CAEDREL,"13,490","103.4
hours","40,670",1.39M,115,+12.3K,364K,14.2M
"
<a href=""/clix"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/6f4129f6-3750-4c02-b7c8-c88a05064129-profile_image-300x300.png"">
</a>
",CLIX,"11,055","150.9
hours","101,555",1.67M,116,+38.7K,5.41M,123M
"
<a href=""/baiano"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/ec5ec8ec-94ec-4a6c-af54-e2ba0bb6edfc-profile_image-300x300.png"">
</a>
",BAIANO,"13,405","103.8
hours","130,745",1.39M,117,+6.8K,775K,60.5M
"
<a href=""/shuteye_orange"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/e496689c-5e8f-44a6-8733-b3c5b6e17e19-profile_image-300x300.png"">
</a>
",蝦愛橘子,"3,826","655
hours","9,944",2.51M,118,+4.3K,144K,73.3M
"
<a href=""/ewroon"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/ewroon-profile_image-13a9eaf00f468486-300x300.png"">
</a>
",EWROON,"11,623","136
hours","34,314",1.58M,119,+4.1K,846K,70.7M
"
<a href=""/primeleague"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/62c4ec86-d218-48a1-9602-073b8709ddd9-profile_image-300x300.png"">
</a>
",PRIMELEAGUE,"17,678","48
hours","69,881",849K,120,+11.4K,189K,24.9M
"
<a href=""/thebausffs"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/04c65db8-ef62-4fb5-8cff-09f0521de151-profile_image-300x300.png"">
</a>
",THEBAUSFFS,"14,670","80.8
hours","47,879",1.19M,121,+21.8K,812K,22.1M
"
<a href=""/blazeraffle"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/92f1b38d-d321-4d59-968d-3f0297905be7-profile_image-300x300.png"">
</a>
",BLAZERAFFLE,"23,614","6
hours","37,266",142K,122,+45.7K,229K,--
"
<a href=""/ponce"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/125bbc49-45d1-432c-92b3-f5aef1e7ab21-profile_image-300x300.png"">
</a>
",PONCE,"11,908","123.1
hours","102,442",1.47M,123,+23.5K,799K,60.7M
"
<a href=""/intoheeki"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/e6423a56-3742-47d5-ade0-d5440054d555-profile_image-300x300.png"">
</a>
",INTOHEEKI,"23,173","5.2
hours","39,741",121K,124,+10.0K,22.6K,13.0K
"
<a href=""/fabrizioromano"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/0b693963-f4bd-4bd0-a6a6-899bc66ebde7-profile_image-300x300.png"">
</a>
",FABRIZIOROMANO,"21,702","13
hours","73,909",282K,125,+28.3K,524K,6.39M
"
<a href=""/jerma985"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/jerma985-profile_image-447425e773e6fd5c-300x300.jpeg"">
</a>
",JERMA985,"18,679","32.5
hours","101,270",607K,126,+20.0K,1.06M,21.8M
"
<a href=""/tumblurr"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/8cabb91c-1fea-41f3-ac28-2938e918ead4-profile_image-300x300.jpeg"">
</a>
",TUMBLURR,"12,984","96.8
hours","45,523",1.26M,127,+17.0K,963K,23.2M
"
<a href=""/forsen"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/forsen-profile_image-48b43e1e4f54b5c8-300x300.png"">
</a>
",FORSEN,"9,771","164.8
hours","80,860",1.61M,128,+2.3K,1.64M,171M
"
<a href=""/thegameawards"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/b80cc399-876a-4154-aa83-54a03d8498f3-profile_image-300x300.png"">
</a>
",THEGAMEAWARDS,"22,405","5.6
hours","257,778",126K,129,+5.5K,838K,10.7M
"
<a href=""/penta"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/2a74b7da-4c2f-4a20-8a02-c7d77064c281-profile_image-300x300.png"">
 </a>
",PENTA,"9,069","181.8
hours","22,781",1.65M,130,+3.2K,338K,22.6M
"
<a href=""/wtcn"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/28b40271-8bb1-4a27-9ad7-8e9a55e06180-profile_image-300x300.png"">
</a>
",WTCN,"13,390","85.3
hours","113,911",1.14M,131,+18.1K,2.78M,142M
"
<a href=""/lla"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/2944bdb8-bbd5-4cfc-9aa6-429a2d0b6789-profile_image-300x300.jpeg"">
</a>
",LLA,"16,807","44.1
hours","302,299",741K,132,+13.2K,517K,35.0M
"
<a href=""/bysl4m"" target=""_blank"">
 <img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/324c244d-028e-45c9-8194-5ca9d952ee23-profile_image-300x300.jpeg"">
</a>
",BYSL4M,"11,872","108.4
hours","106,769",1.29M,133,+31.1K,152K,2.77M
"
<a href=""/chowh1"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/1b41d9b0-f1d0-4467-9968-acd5baa00722-profile_image-300x300.png"">
</a>
",CHOWH1,"8,685","189.5
hours","59,343",1.65M,134,+23.0K,641K,30.4M
"
<a href=""/emiru"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/c9f74581-c0e8-4638-8629-51dbfe401335-profile_image-300x300.png"">
</a>
",EMIRU,"18,220","28.3
hours","51,303",516K,135,+27.3K,1.03M,16.1M
"
<a href=""/mistermv"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/2895647a-2e57-45ac-a42c-0a837d42f9a1-profile_image-300x300.png"">
</a>
",MISTERMV,"11,220","117.1
hours","70,183",1.31M,136,+22.4K,815K,86.1M
"
<a href=""/twitchrivals"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/4d7baea6-e3e4-4887-ad65-eee3388da27a-profile_image-300x300.png"">
</a>
",TWITCHRIVALS,"15,229","54.7
hours","189,150",833K,137,+21.2K,2.20M,269M
"
<a href=""/fextralife"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/a28b0d37-81d0-415a-8ed8-1a1f998ea26d-profile_image-300x300.png"">
</a>
",FEXTRALIFE,"9,505","157.6
hours","213,773",1.50M,138,-8.1K,1.35M,"2,147M"
"
<a href=""/kendinemuzisyen"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/8f56178e-94ea-4278-9ab9-cca5d541bc47-profile_image-300x300.jpeg"">
</a>
",KENDINEMUZISYEN,"12,351","93.6
hours","92,142",1.16M,139,+35.3K,2.45M,101M
"
<a href=""/gmhikaru"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/cd921fcd-53fc-4b1d-be23-0787bc36b756-profile_image-300x300.png"">
</a>
",GMHIKARU,"10,927","120.7
hours","76,963",1.32M,140,+12.5K,1.47M,175M
"
<a href=""/pokemongo"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/37deb487fd400ab7-profile_image-300x300.png"">
</a>
",POKEMONGO,"18,350","24.5
hours","46,297",449K,141,+64.7K,165K,2.50M
"
<a href=""/thegrefg"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/3114b8ed-cade-4141-928d-f47c49f53861-profile_image-300x300.png"">
</a>
",THEGREFG,"11,692","102.1
hours","2,470,347",1.19M,142,+59.6K,10.2M,263M
"
<a href=""/evelone2004"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/4af340ba-8d13-44e8-9e72-14c4c86d1f20-profile_image-300x300.png"">
</a>
",EVELONE2004,"17,116","32.8
hours","56,415",561K,143,+32.6K,458K,2.52M
"
<a href=""/esports_rage"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/0e28ad7e-4ab8-41b3-bdf3-7e6912407632-profile_image-300x300.png"">
</a>
",ESPORTS_RAGE,"19,141","16.8
hours","74,276",322K,144,+7.3K,112K,3.05M
"
<a href=""/iwdominate"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/a785eaed-43ce-46e3-9138-d9f50c4a1af5-profile_image-300x300.png"">
</a>
",IWDOMINATE,"8,344","188.2
hours","26,774",1.57M,145,+5.9K,846K,71.1M
"
<a href=""/eray"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/d8460b8b-b1a8-41d6-8f8c-03df5da9789a-profile_image-300x300.png"">
</a>
",ERAY,"10,885","114.9
hours","30,042",1.25M,146,+62.5K,639K,19.3M
"
<a href=""/farfadoxvevo"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/0290c0c2-f206-402c-ab67-5eb9b2db17bb-profile_image-300x300.png"">
</a>
",FARFADOXVEVO,"11,186","108.5
hours","51,180",1.21M,147,+75.8K,1.20M,9.81M
"
<a href=""/lolpacifictw"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/3a0a20f0-b3b1-4c9b-bfa7-baba9dda8d7e-profile_image-300x300.png"">
</a>
",LOLPACIFICTW,"14,336","56.4
hours","165,491",808K,148,+1.9K,211K,44.9M
"
<a href=""/lvndmark"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/8dcaf96d-68ee-4fc6-bfdc-fdfc564e134a-profile_image-300x300.png"">
</a>
",LVNDMARK,"8,332","180.7
hours","142,376",1.51M,149,+11.5K,950K,62.7M
"
<a href=""/sweetdreams"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/7ed5f200-dbb5-45a2-8f6f-abdb5f588a31-profile_image-300x300.png"">
</a>
",SWEETDREAMS,"8,833","163
hours","35,754",1.44M,150,+27.8K,763K,22.4M
"
<a href=""/elajjaz"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/elajjaz-profile_image-fcfc55e0804b6bfd-300x300.png"">
</a>
",ELAJJAZ,"7,114","227.4
hours","22,212",1.62M,151,+868,442K,70.4M
"
<a href=""/disguisedtoast"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/87d3d6ea-da91-4bc5-a200-e85aea765cf8-profile_image-300x300.png"">
</a>
",DISGUISEDTOAST,"9,776","132.7
hours","61,522",1.30M,152,+12.0K,2.73M,90.3M
"
<a href=""/ironmouse"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/a3a1313e-f745-45f6-9f36-9d966d9b5962-profile_image-300x300.png"">
</a>
",IRONMOUSE,"9,472","140.5
hours","31,343",1.33M,153,+35.9K,1.34M,21.5M
"
<a href=""/dota2mc"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/f053b900-403f-487a-875d-dcf107710cd0-profile_image-300x300.png"">
</a>
",DOTA2MC,"13,716","60.8
hours","238,996",833K,154,+1.2K,710K,202M
"
<a href=""/zerkaa"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/6a8880bb-00be-4080-9649-2c2348548811-profile_image-300x300.png"">
</a>
",ZERKAA,"12,294","78.4
hours","37,875",963K,155,+16.4K,1.33M,42.7M
"
<a href=""/abugoku9999"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/614dc2a6-1367-4f49-9521-80f456032985-profile_image-300x300.png"">
</a>
",ABUGOKU9999,"7,478","203.6
hours","34,917",1.52M,156,+22.5K,353K,7.64M
"
<a href=""/vysotzky"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/5ee8b265-22fc-46d3-999e-73b7a943d078-profile_image-300x300.png"">
</a>
",VYSOTZKY,"10,886","103.3
hours","50,297",1.12M,157,+11.3K,317K,8.91M
"
<a href=""/callofduty"" target=""_blank"">
 <img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/ce51a4e2-ed9a-41db-add1-38eaa8e830b4-profile_image-300x300.png"">
</a>
",CALL OF DUTY,"17,160","22.4
hours","225,308",384K,158,+26.3K,1.11M,63.4M
"
<a href=""/conterstine"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/60735fd3-c068-47b6-97db-2a3b6b813018-profile_image-300x300.png"">
</a>
",CONTERSTINE,"7,533","199.3
hours","62,851",1.50M,159,+100K,1.03M,16.8M
"
<a href=""/strogo"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/8a9c0603-7ff0-4189-bdc1-3072029a613d-profile_image-300x300.png"">
</a>
",STROGO,"17,704","17.3
hours","46,255",305K,160,+11.9K,1.03M,32.2M
"
<a href=""/esfandtv"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/476ee93d-66a6-4e57-b3a9-db1ceb168ad8-profile_image-300x300.png"">
</a>
",ESFANDTV,"6,864","224.8
hours","55,398",1.54M,161,+12.3K,1.16M,81.9M
"
<a href=""/otzdarva"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/8fe72998-250f-4b19-b49f-e4a56da094af-profile_image-300x300.png"">
</a>
",OTZDARVA,"8,883","145.4
hours","37,035",1.29M,162,+15.6K,828K,20.7M
"
<a href=""/shxtou"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/955dbf5e-572a-4c55-9c42-e53dc3d76351-profile_image-300x300.png"">
</a>
",SHXTOU,"11,991","77
hours","34,406",923K,163,+77.3K,812K,1.35M
"
<a href=""/n3koglai"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/4a5ae123-95f0-4127-9be7-714f91cd0d17-profile_image-300x300.png"">
</a>
",N3KOGLAI,"17,408","16.7
hours","543,743",290K,164,+9.0K,2.37M,12.8M
"
<a href=""/pokimane"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/6cd4de40-1a83-46c7-aea5-3bd73f90e7e4-profile_image-300x300.png"">
</a>
",POKIMANE,"17,328","17.3
hours","138,482",300K,165,+6.1K,9.23M,220M
"
<a href=""/whoplohoyparen"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/414adc96-2ca3-478d-8002-b5d73a4ed7e3-profile_image-300x300.png"">
</a>
",WHOPLOHOYPAREN,"13,300","56.6
hours","71,594",753K,166,+45.6K,682K,6.68M
"
<a href=""/shahzam"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/bce876db-0749-4933-be0b-84d62a2a8338-profile_image-300x300.png"">
</a>
",SHAHZAM,"6,491","238.2
hours","35,580",1.55M,167,+42.5K,1.60M,51.9M
"
<a href=""/kyedae"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/d7bab577-5fec-4ce7-9410-6bd46e0bce87-profile_image-300x300.png"">
</a>
",KYEDAE,"10,501","102.2
hours","107,583",1.07M,168,+92.3K,1.85M,31.1M
"
<a href=""/corinnakopf"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/f79a3206-3e6e-4560-8e2e-4ee18a65be5d-profile_image-300x300.png"">
</a>
",CORINNAKOPF,"13,641","51.8
hours","22,874",707K,169,+73.9K,968K,4.92M
"
<a href=""/hype"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/cba7391d-b7a2-4ab9-a597-b438d3949ed3-profile_image-300x300.png"">
</a>
",HYPE,"11,132","88.6
hours","54,574",986K,170,+11.0K,557K,28.4M
"
<a href=""/jbzzed"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/jbzzed-profile_image-3b2a4588b08af4b0-300x300.jpeg"">
</a>
",JBZZED,"6,820","217.9
hours","18,966",1.49M,171,+44.4K,483K,12.8M
