URL imagen Streamer,Nombres Streamers,AVG viewers,Time Streamed,All time peak viewers,Hours watched,Rank,Followers gained,Total followers,Total views
"
<a href=""/florryworry"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/florryworry-profile_image-4480dd34528887bf-300x300.jpeg"">
</a>
",FLORRYWORRY,"1,494","90.4
hours","3,461",135K,"1,940",+433,74.7K,7.01M
"
<a href=""/ahrinyan"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/3b27f878-58e7-49b5-89a2-4200f1c330ed-profile_image-300x300.png"">
</a>
",AHRINYAN,"1,979","39.7
hours","32,119",78.5K,"1,941",+7.1K,1.05M,34.9M
"
<a href=""/surugamonkey0113"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/3550eb99-b5b7-4984-8175-98a9a270ff9c-profile_image-300x300.png"">
</a>
",するがモンキー,953,"207.8
hours","6,444",198K,"1,942",+2.3K,86.6K,10.1M
"
<a href=""/kotton"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/becddbff5c5d3bd9-profile_image-300x300.png"">
</a>
",KOTTON,"1,810","54.2
hours","61,987",98.1K,"1,943",+477,274K,16.2M
"
<a href=""/carmen"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/f8a7d0f1-31d3-40f9-b83b-10b395ec12e4-profile_image-300x300.png"">
</a>
",CARMEN,"1,173","146.5
hours","24,700",172K,"1,944",+2.3K,264K,4.35M
"
<a href=""/llobeti4"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/bb4cb8aa-3d7f-4925-bc29-26953fa28c0e-profile_image-300x300.png"">
 </a>
",LLOBETI4,719,"312.2
hours","36,212",225K,"1,945",+7.5K,1.47M,37.6M
"
<a href=""/slotsmarko"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/9529044a-90b0-4e2e-ab78-a0ad0097082a-profile_image-300x300.jpeg"">
</a>
",SLOTSMARKO,444,"577.5
hours","1,719",256K,"1,946",+1.1K,25.6K,510K
"
<a href=""/jimmyhere"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/60f2144b-e515-4e46-ad18-117228cbf22f-profile_image-300x300.png"">
</a>
",JIMMYHERE,"2,318","16.4
hours","13,146",37.9K,"1,947",+6.6K,328K,1.79M
"
<a href=""/baxbeast"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/d5c54a3f-c2c4-4895-b8c2-f2444a92a7c9-profile_image-300x300.png"">
</a>
",BAXBEAST,906,"223.4
hours","4,544",202K,"1,948",+1.2K,46.6K,5.61M
"
<a href=""/ayinmaiden"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/a2e6d5c1-05fc-418c-9292-d8baa505c1c1-profile_image-300x300.png"">
</a>
",AYINMAIDEN,"1,366","108.9
hours","11,244",149K,"1,949",+5.2K,20.6K,609K
"
<a href=""/rakyz"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/f96fab70-9d1d-4e33-8246-6c32cf58a600-profile_image-300x300.png"">
</a>
",RAKYZ,"2,310","16.8
hours","10,488",38.7K,"1,950",+1.1K,174K,8.68M
"
<a href=""/ggbb528"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/de0f09ea-c706-4504-bcd8-455e2229a6ad-profile_image-300x300.png"">
</a>
",勝敗難免,"1,245","130.8
hours","8,145",163K,"1,951",+452,102K,16.5M
"
<a href=""/ivan_grieco"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/4d299320-00a0-422f-8b0f-fe068b47a6a8-profile_image-300x300.png"">
</a>
",IVAN_GRIECO,"1,556","81.3
hours","14,037",127K,"1,952",+1.4K,212K,7.82M
"
<a href=""/nothaddzy"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/b0ea5b41-0161-4ec8-9049-689ff364f69d-profile_image-300x300.png"">
</a>
",NOTHADDZY,"1,623","73
hours","8,770",119K,"1,953",+1.9K,26.6K,322
"
<a href=""/vetheo"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/d0dae310-90f1-4acc-986c-507173e46734-profile_image-300x300.png"">
</a>
",VETHEO,"2,021","35.5
hours","9,428",71.8K,"1,954",+3.3K,79.1K,1.94M
"
<a href=""/twitchrivals_pt"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/b5114061-e197-49d1-8e2f-97247d905894-profile_image-300x300.png"">
</a>
",TWITCHRIVALS_PT,"2,480","7.3
hours","11,059",18.2K,"1,955",+1.3K,52.6K,5.51M
"
<a href=""/onigirien"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/2ace4256-f163-454e-ac8d-7142abef8ae8-profile_image-300x300.png"">
</a>
",ONIGIRIEN,"1,419","99.9
hours","8,670",142K,"1,956",+7.5K,80.7K,332K
"
<a href=""/bebelolz"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/bebelolz-profile_image-b588d6cfff7a1003-300x300.jpeg"">
</a>
",逼比,"1,622","72.7
hours","13,889",118K,"1,957",+680,317K,41.1M
"
<a href=""/kubx"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/d9f2645b-675e-4c22-ab70-66926929bf5d-profile_image-300x300.png"">
</a>
",KUBX,"1,354","109.9
hours","10,127",149K,"1,958",+3.2K,345K,17.1M
"
<a href=""/jennybeartv"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/adfeb70c-df47-4cf1-a9d6-fce77e1c535b-profile_image-300x300.png"">
</a>
",JENNYBEARTV,"1,068","170.5
hours","5,596",182K,"1,959",+5.6K,47.3K,88.6K
"
<a href=""/limealicious"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/fadfd34f-7cb8-4694-9fa0-e7a5dfc1f8c8-profile_image-300x300.png"">
</a>
",LIMEALICIOUS,"1,238","130.8
hours","3,753",162K,"1,960",+1.7K,90.1K,5.26M
"
<a href=""/ecdycis"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/88686477-6f84-46a4-85e3-69294887d080-profile_image-300x300.png"">
</a>
",ECDYCIS,923,"215.1
hours","7,576",199K,"1,961",+800,28.8K,1.42M
"
<a href=""/umbra"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/7ceed67b-0de5-4cba-8a57-8e0172840922-profile_image-300x300.png"">
</a>
",UMBRA,"1,624","71.8
hours","12,078",117K,"1,962",+1.1K,164K,3.78M
"
<a href=""/loud_thurzin"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/f56057ef-57ab-4ac0-a010-97a7d14981fe-profile_image-300x300.png"">
</a>
",LOUD_THURZIN,"2,019","34.9
hours","47,796",70.5K,"1,963",+15.0K,1.61M,8.72M
"
<a href=""/babyjuckkuu"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/7eb76b93-da4f-40e2-936f-6ba86b487a8a-profile_image-300x300.png"">
</a>
",BABYJUCKKUU,"1,070","169.2
hours","7,055",181K,"1,964",+8.7K,82.3K,1.7K
"
<a href=""/czechcloud"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/8700b5f0-5cc8-4117-a5d7-82b153855858-profile_image-300x300.png"">
</a>
",CZECHCLOUD,"1,030","180.2
hours","9,891",186K,"1,965",+1.3K,403K,42.5M
"
<a href=""/yamatosdeath1"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/ad44bd24-e9e1-4f18-a73b-a431bd36873b-profile_image-300x300.png"">
</a>
",YAMATOSDEATH1,"1,627","71.3
hours","17,044",116K,"1,966",+1.7K,189K,5.74M
"
<a href=""/kannachan524"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/dde41de1-00cf-45b7-9a1a-bd7272faea71-profile_image-300x300.png"">
</a>
",湘湘です,"1,315","115.8
hours","13,087",152K,"1,967",+3.4K,222K,20.7M
"
<a href=""/juniperactias"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/735c657c-6ca3-4c4a-9c1e-1534d2ce8a7c-profile_image-300x300.png"">
</a>
",JUNIPERACTIAS,"2,095","29.2
hours","4,998",61.1K,"1,968",+2.6K,214K,1.12M
"
<a href=""/sirhcez"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/sirhcez-profile_image-0ba1286e6b34cc39-300x300.jpeg"">
</a>
",SIRHCEZ,885,"228.2
hours","10,402",202K,"1,969",+294,602K,68.3M
"
<a href=""/shurjoka"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/fa2a3c27-8c8e-4f7b-98d3-456fac4beeaf-profile_image-300x300.png"">
</a>
",SHURJOKA,"1,590","75.4
hours","13,514",120K,"1,970",+1.8K,233K,20.3M
"
<a href=""/scottjund"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/scottjund-profile_image-35a08a7a89a0effe-300x300.jpeg"">
</a>
",SCOTTJUND,"1,630","70.5
hours","10,695",115K,"1,971",+1.3K,192K,8.70M
"
<a href=""/sixzerxs"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/14f86b50-5d7d-46f3-8c2d-fd9fd334178f-profile_image-300x300.png"">
</a>
",SIXZERXS,"2,302","15.9
hours","4,209",36.6K,"1,972",+3.7K,47.8K,2.0K
"
<a href=""/stylerz"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/90102e2a-e760-4a8d-bbbb-101e5e201a41-profile_image-300x300.png"">
</a>
",STYLERZ,"1,472","90.4
hours","21,011",133K,"1,973",+2.3K,187K,4.26M
"
<a href=""/sgl_one"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/4c7a2b55-b605-42a1-b47b-4acd6c947adb-profile_image-300x300.png"">
</a>
",SGL_ONE,"1,324","113.5
hours","6,581",150K,"1,974",+4.1K,8.8K,137K
"
<a href=""/selentatsuki"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/bc5c6818-3c6d-4a77-8206-31efe7183623-profile_image-300x300.png"">
</a>
",SELENTATSUKI,"2,375","11.6
hours","13,507",27.6K,"1,975",+4.8K,88.6K,222K
"
<a href=""/bananirou"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/3efd8ca5-2555-4605-a8d2-31ee6709b0bf-profile_image-300x300.png"">
</a>
",BANANIROU,"1,542","80.7
hours","11,757",124K,"1,976",+3.6K,319K,6.02M
"
<a href=""/batalhadaaldeia"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/76753180-ad8c-4638-90e1-75699f4aa817-profile_image-300x300.png"">
</a>
",BATALHADAALDEIA,"1,549","79.7
hours","70,141",123K,"1,977",+3.9K,415K,15.0M
"
<a href=""/patrikturi"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/baf2e459-fa88-4f20-9f4e-195fe5c887be-profile_image-300x300.png"">
</a>
",PATRIKTURI,666,"339.9
hours","2,032",226K,"1,978",+1.2K,43.2K,8.14M
"
<a href=""/renrize"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/c33ec28f-6b22-4e3e-a6ae-72f216b8f8e1-profile_image-300x300.png"">
</a>
",RENRIZE,"1,300","117.1
hours","15,844",152K,"1,979",+11.0K,212K,1.87M
"
<a href=""/danyetraz"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/5df7c47d-9397-447c-b4aa-9758d4cf962b-profile_image-300x300.png"">
</a>
",DANYETRAZ,"1,767","55.3
hours","8,345",97.7K,"1,980",+1.1K,31.7K,2.53M
"
<a href=""/mapke"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/7d65817e-c7a5-46f8-8dfd-b0cb0302dd56-profile_image-300x300.png"">
 </a>
",MAPKE,"1,923","41
hours","16,841",78.7K,"1,981",+4.0K,298K,5.89M
"
<a href=""/purgegamers"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/purgegamers-profile_image-ed4c093db11c38c3-300x300.png"">
</a>
",PURGEGAMERS,"1,611","71.3
hours","33,402",115K,"1,982",+1.8K,235K,28.9M
"
<a href=""/wackyjacky101"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/62675465-77a5-43b2-9681-ad6774a1f995-profile_image-300x300.png"">
</a>
",WACKYJACKY101,"1,661","65.7
hours","7,791",109K,"1,983",+1.9K,286K,26.2M
"
<a href=""/jericho"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/99010fb7-2fef-4e02-8abe-b552d8d89c0f-profile_image-300x300.png"">
</a>
",JERICHO,"1,103","157.5
hours","52,666",174K,"1,984",-138,1.20M,60.0M
"
<a href=""/teamliquid"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/ae3c3f8d-6893-4474-858e-687dc23a4ef9-profile_image-300x300.png"">
</a>
",TEAMLIQUID,"1,595","72.8
hours","32,518",116K,"1,985",+2.1K,165K,18.0M
"
<a href=""/exbc"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/e85cbfd6-a29b-4a76-a88c-d51f898a8255-profile_image-300x300.png"">
</a>
",EXBC,"1,068","166.1
hours","14,761",177K,"1,986",+735,178K,19.8M
"
<a href=""/advocate_hs"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/3c9e7300-d359-4dbf-a7e7-1645daa341ab-profile_image-300x300.png"">
</a>
",ADVOCATE_HS,"1,118","153.5
hours","2,841",172K,"1,987",+1.3K,17.3K,435K
"
<a href=""/ta1yo_tv"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/3399d8d1-5565-4ccf-90a5-d2caaa55efd6-profile_image-300x300.png"">
</a>
",TA1YO_TV,"1,318","112.4
hours","16,529",148K,"1,988",+4.9K,148K,4.82M
"
<a href=""/laeppastream"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/725d7e20-1bda-4d9c-abe1-76d9dff68646-profile_image-300x300.png"">
</a>
",LAEPPASTREAM,"1,274","120.2
hours","3,853",153K,"1,989",+844,177K,27.8M
"
<a href=""/efeuygac"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/b78c4849-d75e-43fa-8584-689f7ee3de88-profile_image-300x300.jpg"">
</a>
",EFEUYGAC,"2,213","19.7
hours","30,920",43.5K,"1,990",+3.0K,577K,10.2M
"
<a href=""/fwazrt"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/507b80ce-f6d5-4987-bee1-b25c9b74be03-profile_image-300x300.jpeg"">
</a>
",FWAZRT,"2,119","25.6
hours","14,092",54.3K,"1,991",+11.9K,66.7K,320K
"
<a href=""/captainflowers22"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/337c5b55-9c7c-4727-8add-f5419665f6b7-profile_image-300x300.png"">
</a>
",CAPTAINFLOWERS22,"2,322","13.1
hours","12,491",30.5K,"1,992",+1.2K,130K,1.94M
"
<a href=""/stopgameru"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/6bb6a01f08069a7d-profile_image-300x300.png"">
</a>
",STOPGAMERU,"1,484","86.2
hours","13,634",128K,"1,993",+503,166K,37.8M
"
<a href=""/travpiper"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/0d856d6d-54fd-4ab4-83fc-98b65148d72b-profile_image-300x300.png"">
</a>
",TRAVPIPER,"1,218","130.4
hours","9,491",159K,"1,994",+678,115K,3.12M
"
<a href=""/noctisak47"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/noctisak47-profile_image-fd205ed05461faa4-300x300.png"">
</a>
",NOCTISAK47,"1,244","125.1
hours","11,430",156K,"1,995",+1.2K,113K,17.1M
"
<a href=""/sjow"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/sjow-profile_image-0834822e412038d6-300x300.jpeg"">
</a>
",SJOW,714,"304.1
hours","13,897",217K,"1,996",-511,241K,36.5M
"
<a href=""/sanchowest"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/488663b8-6a39-4920-aeef-1f9a799def07-profile_image-300x300.png"">
</a>
",SANCHOWEST,"1,767","53.3
hours","19,937",94.2K,"1,997",+1.4K,155K,2.88M
"
<a href=""/syriano"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/adb1d030-3577-47ef-b849-25ea14be8c1c-profile_image-300x300.png"">
</a>
",SYRIANO,"1,201","133.3
hours","4,293",160K,"1,998",+7.5K,53.5K,158K
"
<a href=""/kinggeorge"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/a63e2c1d-9929-45c0-961e-a34741eb11a8-profile_image-300x300.png"">
</a>
",KINGGEORGE,"1,050","169.2
hours","33,713",178K,"1,999",+1.2K,995K,27.6M
"
<a href=""/japanese_restream"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/japanese_restream-profile_image-542f10a4ae662a3b-300x300.jpeg"">
</a>
",JAPANESE_RESTREAM,"1,298","114.3
hours","6,926",148K,"2,000",+580,43.7K,10.7M
"
<a href=""/capcomfighters_jp"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/936ce242-df90-426b-a616-8a37640ff6ec-profile_image-300x300.png"">
</a>
",CAPCOMFIGHTERS_JP,"1,903","40.8
hours","14,296",77.5K,"2,001",+1.4K,42.6K,7.28M
"
<a href=""/vienna"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/80bf0883-dbfb-442b-b4f6-8ca83cf2fb61-profile_image-300x300.png"">
</a>
",VIENNA,"1,986","33.9
hours","8,422",67.3K,"2,002",+2.7K,216K,1.79M
"
<a href=""/csgomc_ua"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/06b70145-f8aa-44e4-9dbb-e2e68fe6e927-profile_image-300x300.png"">
</a>
",CSGOMC_UA,"1,431","92.2
hours","24,696",132K,"2,003",+2.9K,35.4K,203K
"
<a href=""/mbtyugioh"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/8d9c7d97-abd4-46bb-82c7-7a11772479cc-profile_image-300x300.png"">
</a>
",MBTYUGIOH,"1,627","67
hours","4,204",109K,"2,004",+2.1K,52.9K,935K
"
<a href=""/pinksakura"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/c09fd6db-f5b3-4d44-8206-3b45852ac1fe-profile_image-300x300.png"">
</a>
",PINKSAKURA,"1,115","151.2
hours","6,587",169K,"2,005",+31.3K,86.8K,303K
"
<a href=""/tolunayoren"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/e5299d3b-6d53-40ec-bc46-00c6ac9eee6a-profile_image-300x300.png"">
</a>
",TOLUNAYOREN,"2,319","12.1
hours","9,192",28.1K,"2,006",+7.8K,562K,4.35M
"
<a href=""/malibuca"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/86d9a1fa-d98a-4906-9f2d-e645900a4100-profile_image-300x300.png"">
</a>
",MALIBUCA,"1,876","42.4
hours","12,400",79.5K,"2,007",+21.7K,171K,1.55M
"
<a href=""/captainmyko"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/3759ebbb-5472-472e-8c87-96d0a99880c8-profile_image-300x300.png"">
</a>
",CAPTAINMYKO,868,"226.9
hours","45,370",197K,"2,008",+150,48.1K,2.10M
"
<a href=""/xcry"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/f8c96f31-c7db-43cf-ad8a-95a55b9c4510-profile_image-300x300.png"">
</a>
",XCRY,"1,595","70.3
hours","10,198",112K,"2,009",+19.6K,1.24M,8.28M
"
<a href=""/phuzzybond"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/a435f894-e151-45c8-a075-624ac0ca730f-profile_image-300x300.png"">
</a>
",PHUZZYBOND,"1,396","96.9
hours","11,766",135K,"2,010",+4.5K,123K,1.55M
"
<a href=""/mogsy"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/88bee328-7565-43f0-8c8d-9cb340567dbb-profile_image-300x300.png"">
</a>
",MOGSY,356,"720
hours","17,660",256K,"2,011",+261,202K,6.28M
"
<a href=""/tommypervan"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/b4f4f689-aaf1-47f6-92c6-16cf8999e4c7-profile_image-300x300.png"">
</a>
",TOMMYPERVAN,"1,598","69.9
hours","10,605",112K,"2,012",+1.6K,93.0K,4.83M
"
<a href=""/jessirocks"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/1df59441-aa61-48e8-a49e-3f3f83dbb2f4-profile_image-300x300.png"">
</a>
",JESSIROCKS,"1,693","59.3
hours","71,675",100K,"2,013",-521,150K,37.6M
"
<a href=""/hellyeahplay"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/e6a53bf0-e588-40bf-bbe1-1b7c92d236fa-profile_image-300x300.png"">
</a>
",HELLYEAHPLAY,367,"694.4
hours","12,202",255K,"2,014",+2.0K,196K,25.7M
"
<a href=""/rockstarcr"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/924f03f4-fc5e-4327-8ebc-e7206ddf9adc-profile_image-300x300.png"">
</a>
",ROCKSTARCR,938,"200.8
hours","12,296",188K,"2,015",+2.5K,148K,3.72M
"
<a href=""/saullo"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/10611d15-841d-45b2-96ae-22be08efe862-profile_image-300x300.png"">
</a>
",SAULLO,"1,071","160.8
hours","6,773",172K,"2,016",+7.7K,234K,7.02M
"
<a href=""/okyyy"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/457c307d-a439-4d6e-98f8-69f373044541-profile_image-300x300.png"">
</a>
",OKYYY,"1,864","42.8
hours","78,636",79.7K,"2,017",+4.8K,808K,10.3M
"
<a href=""/jcw970"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/20580edd-de15-4e5a-80bf-74ba1268f1c7-profile_image-300x300.png"">
</a>
",찬우정,776,"265.9
hours","3,504",206K,"2,018",+1.2K,25.8K,2.23M
"
<a href=""/itsjadeyanh"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/ee505e00-054f-4a23-ae6c-a9e626131a5c-profile_image-300x300.png"">
</a>
",ITSJADEYANH,"2,146","21.8
hours","12,546",46.6K,"2,019",+4.5K,366K,6.89M
"
<a href=""/vleafnin"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/5ab87d7a-fa2f-47f9-976a-4c30765b1cf1-profile_image-300x300.png"">
</a>
",VLEAFNIN,"1,157","139.9
hours","9,859",162K,"2,020",+1.4K,40.7K,6.12M
