Nombre Streamer,Month Year,Total Subs,Subs Type Prime,Subs Type Tier 1($4.99),Subs Type Tier 2($9.99),Subs Type Tier 3($24.99),Subs Type Unlisted
TFUE,October 2019,26061,15732,8429,200,288,1412
TFUE,September 2019,12495,7339,4379,72,126,579
TFUE,August 2019,20700,13420,5813,553,282,632
TFUE,July 2019,26597,17133,8239,186,264,775
TFUE,June 2019,38048,27863,7934,618,318,1315
TFUE,May 2019,42079,31144,8808,244,330,1553
TFUE,April 2019,36441,27884,7034,190,258,1075
TFUE,March 2019,39661,30566,7148,248,396,1303
TFUE,February 2019,40608,29686,8818,276,522,1306
TFUE,January 2019,65633,40846,14633,274,444,9436
TFUE,December 2018,32077,19377,7582,150,384,4584
TFUE,November 2018,33257,20713,7207,220,342,4775
TFUE,October 2018,33275,22064,5889,172,318,4832
TFUE,September 2018,20720,13121,4176,120,318,2985
TFUE,August 2018,22732,15071,3878,106,377,3300
TFUE,July 2018,22041,16190,2220,98,276,3257
TFUE,June 2018,15881,11120,1915,116,406,2324
TFUE,May 2018,10455,7150,1426,72,288,1519
TFUE,April 2018,2886,1492,836,48,114,396
TFUE,March 2018,1135,398,450,22,120,145
YODA,September 2022,4838,3194,917,2,1,724
YODA,August 2022,7534,5098,1225,3,5,1203
YODA,July 2022,7942,5417,1231,2,6,1286
YODA,June 2022,8661,5822,1485,3,5,1346
YODA,May 2022,10316,7207,1453,6,7,1643
YODA,April 2022,11201,7581,1819,3,7,1791
YODA,March 2022,8427,5874,1206,4,7,1336
YODA,February 2022,10028,6528,2015,6,5,1474
YODA,January 2022,9740,6660,1484,9,8,1579
YODA,December 2021,7965,5599,1079,6,2,1279
YODA,November 2021,9375,6501,1480,7,2,1385
YODA,October 2021,7519,5438,1158,6,6,911
YODA,September 2021,8619,5763,1940,6,4,906
YODA,August 2021,9455,6265,2158,3,4,1025
YODA,July 2021,7357,5313,1246,4,4,790
YODA,June 2021,5447,4465,324,0,1,657
YODA,May 2021,5628,4582,348,1,2,695
YODA,April 2021,4389,3580,253,2,0,554
YODA,March 2021,6618,5467,345,1,2,803
YODA,February 2021,9355,7787,535,0,1,1032
YODA,January 2021,9467,7948,424,1,2,1092
YODA,December 2020,7095,5840,385,0,0,870
YODA,November 2020,7456,6144,449,1,0,862
YODA,October 2020,7835,5639,1277,2,0,917
YODA,September 2020,5697,4705,330,2,1,659
YODA,August 2020,6537,5361,370,3,0,803
YODA,July 2020,5597,4591,358,1,0,647
YODA,June 2020,5004,4388,352,2,0,262
YODA,May 2020,4228,3702,301,0,0,225
YODA,April 2020,5205,4569,344,1,1,290
YODA,March 2020,5727,5047,382,4,0,294
YODA,February 2020,3945,3425,344,3,0,173
YODA,January 2020,4221,3444,562,1,0,214
YODA,December 2019,4046,3272,589,1,0,184
YODA,November 2019,3676,2743,788,2,0,143
YODA,October 2019,2260,1874,315,1,0,70
YODA,September 2019,2319,1595,675,2,0,47
YODA,August 2019,901,675,222,1,0,3
YODA,July 2019,600,483,116,1,0,0
YODA,June 2019,731,590,134,1,0,6
YODA,May 2019,925,762,162,1,0,0
YODA,April 2019,1595,1044,513,3,2,33
YODA,March 2019,615,476,118,2,1,18
YODA,February 2019,1208,756,404,4,3,41
YODA,January 2019,219,124,68,1,0,26
YODA,December 2018,1371,827,355,5,2,182
YODA,November 2018,4112,3013,499,5,1,594
YODA,October 2018,1359,828,339,4,3,185
YODA,September 2018,1293,751,366,8,1,167
YODA,August 2018,1478,817,455,2,2,202
YODA,July 2018,1493,950,320,7,1,215
YODA,June 2018,1119,651,303,4,2,159
YODA,May 2018,1188,634,377,5,2,170
YODA,April 2018,761,376,274,3,1,107
YODA,March 2018,1429,888,328,4,1,208
YODA,February 2018,560,225,254,0,3,78
YODA,January 2018,796,325,352,3,5,111
YODA,December 2017,711,290,321,1,2,97
YODA,November 2017,940,431,373,2,3,131
YODA,October 2017,678,223,358,3,1,93
YODA,September 2017,873,278,467,2,3,123
YODA,August 2017,1009,427,435,4,1,142
YODA,July 2017,1103,442,499,4,1,157
YODA,June 2017,1143,475,501,4,1,162
YODA,May 2017,765,252,404,4,2,103
YODA,April 2017,84,34,42,0,0,8
YODA,March 2017,106,40,56,0,0,10
YODA,February 2017,141,53,72,0,0,16
YODA,January 2017,191,67,100,0,0,24
YODA,December 2016,359,101,212,0,0,46
YODA,November 2016,221,8,189,0,0,24
YODA,October 2016,219,18,176,0,0,25
YODA,September 2016,293,0,260,0,0,33
PARADEEV1CH,September 2022,83,2,81,0,0,0
PARADEEV1CH,August 2022,434,3,431,0,0,0
PARADEEV1CH,July 2022,208,10,198,0,0,0
PARADEEV1CH,June 2022,186,1,184,0,1,0
PARADEEV1CH,May 2022,396,1,395,0,0,0
PARADEEV1CH,April 2022,107,1,106,0,0,0
PARADEEV1CH,March 2022,254,1,253,0,0,0
PARADEEV1CH,February 2022,638,7,592,3,1,35
PARADEEV1CH,January 2022,721,9,684,1,3,24
PARADEEV1CH,December 2021,662,4,654,2,2,0
PARADEEV1CH,November 2021,312,4,306,2,0,0
PARADEEV1CH,October 2021,416,1,412,1,2,0
PARADEEV1CH,September 2021,452,0,450,1,1,0
PARADEEV1CH,August 2021,2429,6,2396,3,2,22
IITZTIMMY,September 2022,2775,930,1380,14,17,434
IITZTIMMY,August 2022,6420,1791,3874,14,30,711
IITZTIMMY,July 2022,8560,3033,4364,21,36,1106
IITZTIMMY,June 2022,5712,1675,3216,16,26,779
IITZTIMMY,May 2022,36912,5354,29846,27,32,1653
IITZTIMMY,April 2022,28055,5507,20636,113,52,1747
IITZTIMMY,March 2022,7394,2732,3598,12,37,1015
IITZTIMMY,February 2022,7058,2431,3734,8,18,867
IITZTIMMY,January 2022,5711,1814,3107,11,18,761
IITZTIMMY,December 2021,6783,1263,4928,7,16,569
IITZTIMMY,November 2021,4495,1418,2539,22,10,506
IITZTIMMY,October 2021,5614,2042,3013,22,20,517
IITZTIMMY,September 2021,8078,2400,5036,22,25,595
IITZTIMMY,August 2021,18192,5384,11441,37,57,1273
IITZTIMMY,July 2021,3923,838,2768,15,67,235
IITZTIMMY,June 2021,4530,1333,2806,26,26,339
IITZTIMMY,May 2021,14,11,3,0,0,0
MOISTCR1TIKAL,September 2022,11424,3921,5957,50,45,1451
MOISTCR1TIKAL,August 2022,21285,7656,10825,81,81,2642
MOISTCR1TIKAL,July 2022,21580,8414,10308,83,61,2714
MOISTCR1TIKAL,June 2022,19654,7216,9822,98,46,2472
MOISTCR1TIKAL,May 2022,18207,5977,9979,90,53,2108
MOISTCR1TIKAL,April 2022,21201,7404,11109,91,58,2539
MOISTCR1TIKAL,March 2022,22613,8004,11742,99,56,2712
MOISTCR1TIKAL,February 2022,17893,6320,9336,92,60,2085
MOISTCR1TIKAL,January 2022,25415,8046,14493,111,69,2696
MOISTCR1TIKAL,December 2021,21879,6535,12869,95,47,2333
MOISTCR1TIKAL,November 2021,16854,5949,8877,89,53,1886
MOISTCR1TIKAL,October 2021,19296,6748,10645,116,100,1687
MOISTCR1TIKAL,September 2021,17435,5643,10118,136,71,1467
MOISTCR1TIKAL,August 2021,21661,7610,11920,151,93,1887
MOISTCR1TIKAL,July 2021,21797,7175,12546,173,127,1776
MOISTCR1TIKAL,June 2021,16859,5635,9303,267,160,1494
MOISTCR1TIKAL,May 2021,20995,6993,11929,319,101,1653
MOISTCR1TIKAL,April 2021,25332,7037,16058,298,136,1803
MOISTCR1TIKAL,March 2021,27835,7259,18330,234,87,1925
MOISTCR1TIKAL,February 2021,20855,7092,11755,263,80,1665
MOISTCR1TIKAL,January 2021,27757,9996,15130,279,121,2231
MOISTCR1TIKAL,December 2020,24459,9739,12362,190,85,2083
CDAWGVA,September 2022,2986,1068,1542,6,3,367
CDAWGVA,August 2022,7149,2566,3717,26,6,834
CDAWGVA,July 2022,3423,974,1993,10,8,438
CDAWGVA,June 2022,2735,751,1631,10,5,338
CDAWGVA,May 2022,17974,2380,14787,17,15,775
CDAWGVA,April 2022,3889,1202,2224,8,15,440
CDAWGVA,March 2022,6092,1574,3912,12,18,576
CDAWGVA,February 2022,6478,1505,4405,8,8,552
CDAWGVA,January 2022,7912,2119,5002,82,14,695
CDAWGVA,December 2021,3262,917,2006,9,6,324
CDAWGVA,November 2021,3735,828,2604,7,3,293
ETOILES,September 2022,2998,1163,1383,5,5,442
ETOILES,August 2022,3538,1271,1859,4,6,398
ETOILES,July 2022,3456,1217,1792,6,3,438
ETOILES,June 2022,3207,1094,1675,6,5,427
ETOILES,May 2022,3250,1185,1626,6,8,425
ETOILES,April 2022,3743,1234,2036,9,12,452
ETOILES,March 2022,2867,1043,1443,10,5,366
ETOILES,February 2022,2486,814,1334,5,4,329
ETOILES,January 2022,2772,841,1585,8,5,333
ETOILES,December 2021,2631,885,1386,4,10,346
ETOILES,November 2021,2800,1069,1430,10,1,290
ETOILES,October 2021,2542,902,1369,11,3,257
ETOILES,September 2021,2397,546,1661,8,6,176
ETOILES,August 2021,1391,443,804,6,1,137
BUDDHA,September 2022,4858,1427,2739,14,14,664
BUDDHA,August 2022,9281,2603,5338,133,66,1141
BUDDHA,July 2022,10211,2783,6155,13,27,1233
BUDDHA,June 2022,11442,2763,7411,24,25,1219
BUDDHA,May 2022,10395,2854,6092,40,26,1383
BUDDHA,April 2022,13256,3183,8607,24,24,1418
BUDDHA,March 2022,16127,3395,11137,35,27,1533
BUDDHA,February 2022,13865,3262,9036,31,26,1510
BUDDHA,January 2022,16564,3052,11962,36,27,1487
BUDDHA,December 2021,16791,2720,12693,29,28,1321
BUDDHA,November 2021,14469,3156,9869,26,28,1390
BUDDHA,October 2021,13501,3020,9488,36,28,929
BUDDHA,September 2021,19479,3526,14627,47,43,1236
BUDDHA,August 2021,19888,3781,14701,65,35,1306
BUDDHA,July 2021,3354,787,2311,21,7,228
BUDDHA,June 2021,21354,0,12130,96,46,9082
BUDDHA,May 2021,18869,0,18760,58,51,0
BUDDHA,April 2021,21092,0,20975,66,51,0
BUDDHA,March 2021,22440,0,22310,85,45,0
BUDDHA,February 2021,13678,0,13537,104,37,0
BUDDHA,January 2021,4393,0,4351,27,15,0
BUDDHA,December 2020,3651,0,3605,26,20,0
BUDDHA,November 2020,2276,0,2221,23,21,11
BUDDHA,October 2020,3160,0,3112,26,22,0
BUDDHA,September 2020,5238,0,5170,47,21,0
BUDDHA,August 2020,7468,0,7392,44,32,0
BUDDHA,July 2020,8214,0,8142,53,19,0
BUDDHA,June 2020,5339,0,5292,29,18,0
DOUBLELIFT,October 2020,3,3,0,0,0,0
DOUBLELIFT,September 2020,163,103,41,0,0,19
DOUBLELIFT,August 2020,732,401,282,2,2,45
DOUBLELIFT,July 2020,238,134,94,2,0,8
DOUBLELIFT,June 2020,447,263,168,0,1,15
DOUBLELIFT,May 2020,562,374,172,0,0,16
DOUBLELIFT,April 2020,1502,934,515,8,2,43
DOUBLELIFT,March 2020,687,475,200,4,0,8
DOUBLELIFT,February 2020,649,426,214,3,0,6
DOUBLELIFT,January 2020,874,586,275,4,0,9
DOUBLELIFT,December 2019,796,558,219,4,2,13
DOUBLELIFT,November 2019,1095,592,450,6,0,47
DOUBLELIFT,October 2019,615,520,82,2,0,11
DOUBLELIFT,September 2019,2642,1676,847,6,1,112
DOUBLELIFT,August 2019,119,94,25,0,0,0
DOUBLELIFT,July 2019,865,592,255,3,0,15
DOUBLELIFT,June 2019,867,618,242,1,0,6
DOUBLELIFT,May 2019,428,262,158,2,0,6
DOUBLELIFT,April 2019,364,248,106,2,0,8
DOUBLELIFT,March 2019,1202,814,346,4,1,37
DOUBLELIFT,February 2019,796,512,254,3,0,27
DOUBLELIFT,January 2019,949,529,295,1,0,124
DOUBLELIFT,December 2018,458,243,150,3,0,62
DOUBLELIFT,November 2018,1219,690,371,1,0,157
DOUBLELIFT,October 2018,664,355,222,2,0,85
DOUBLELIFT,September 2018,1468,825,456,2,1,184
DOUBLELIFT,August 2018,646,389,163,0,3,91
DOUBLELIFT,July 2018,1025,620,254,2,0,149
DOUBLELIFT,June 2018,814,447,248,2,1,116
DOUBLELIFT,May 2018,314,161,107,3,1,42
DOUBLELIFT,April 2018,1720,1057,405,4,2,252
DOUBLELIFT,March 2018,321,174,103,2,0,42
DOUBLELIFT,February 2018,456,235,154,1,0,66
DOUBLELIFT,January 2018,940,521,281,4,0,134
DOUBLELIFT,December 2017,1124,657,300,3,4,160
DOUBLELIFT,November 2017,2623,1709,519,5,4,386
DOUBLELIFT,October 2017,1016,623,243,0,2,148
DOUBLELIFT,September 2017,179,96,61,0,0,22
DOUBLELIFT,August 2017,641,372,174,3,2,90
DOUBLELIFT,July 2017,1029,599,278,0,1,151
DOUBLELIFT,June 2017,539,288,172,0,2,77
DOUBLELIFT,May 2017,1268,832,248,3,1,184
DOUBLELIFT,April 2017,770,576,85,0,0,109
DOUBLELIFT,March 2017,458,326,71,0,0,61
DOUBLELIFT,February 2017,153,108,22,0,0,23
DOUBLELIFT,December 2016,447,303,83,0,0,61
DOUBLELIFT,November 2016,1887,1300,310,0,0,277
DOUBLELIFT,October 2016,1124,755,206,0,0,163
DOUBLELIFT,September 2016,141,7,118,0,0,16
AMOURANTH,September 2022,9411,2930,5665,13,29,774
AMOURANTH,August 2022,13843,2724,10255,17,37,810
AMOURANTH,July 2022,11984,2360,8901,18,31,674
AMOURANTH,June 2022,14252,2151,11370,15,35,681
AMOURANTH,May 2022,11165,2441,7966,10,26,722
AMOURANTH,April 2022,12136,3035,8252,19,33,797
AMOURANTH,March 2022,12528,3307,8223,16,26,956
AMOURANTH,February 2022,17332,3434,12905,28,33,932
AMOURANTH,January 2022,18986,4798,12800,29,43,1316
AMOURANTH,December 2021,23582,4855,17320,33,45,1329
AMOURANTH,November 2021,14381,3370,10108,23,35,845
AMOURANTH,October 2021,18047,4309,12781,27,41,889
AMOURANTH,September 2021,20107,4404,14614,27,42,1020
AMOURANTH,August 2021,22318,5143,14801,24,47,2303
AMOURANTH,July 2021,21035,5459,14429,31,51,1065
AMOURANTH,June 2021,18459,4483,12980,39,55,902
AMOURANTH,May 2021,21858,4178,16641,39,68,932
AMOURANTH,April 2021,19919,3028,16069,46,62,714
AMOURANTH,March 2021,11297,1313,9603,18,39,324
AMOURANTH,February 2021,9010,893,7854,6,23,234
AMOURANTH,January 2021,8678,1164,7169,17,42,286
AMOURANTH,December 2020,9348,1087,7945,18,20,278
AMOURANTH,November 2020,8282,810,7232,7,23,210
AMOURANTH,October 2020,6735,729,5775,17,21,193
AMOURANTH,September 2020,5672,790,4605,26,27,224
AMOURANTH,August 2020,6222,862,5100,15,26,219
AMOURANTH,July 2020,10285,1198,8924,25,25,113
AMOURANTH,June 2020,8051,1089,6905,18,18,21
AMOURANTH,May 2020,7666,1380,6170,31,46,39
AMOURANTH,April 2020,7788,1517,6018,44,138,71
AMOURANTH,March 2020,8361,1714,6325,64,168,90
AMOURANTH,February 2020,6625,1342,5022,82,132,47
AMOURANTH,January 2020,5561,1456,3872,42,150,41
AMOURANTH,December 2019,7507,1357,6001,50,72,27
AMOURANTH,November 2019,5380,1107,4038,56,144,35
AMOURANTH,October 2019,8113,1440,6392,70,168,43
AMOURANTH,September 2019,7401,1219,5951,46,120,65
AMOURANTH,August 2019,7350,1788,5270,64,132,96
AMOURANTH,July 2019,6892,1473,5167,62,120,70
AMOURANTH,June 2019,8774,2097,5747,78,701,151
AMOURANTH,May 2019,7143,2061,4642,66,246,128
AMOURANTH,April 2019,6892,2095,4446,48,168,135
AMOURANTH,March 2019,7580,2846,4242,72,228,192
AMOURANTH,February 2019,6879,2458,3949,104,210,158
AMOURANTH,January 2019,6909,2424,4078,80,192,135
AMOURANTH,December 2018,9386,2458,6379,136,216,197
AMOURANTH,November 2018,6675,2635,3603,92,174,171
AMOURANTH,October 2018,6439,2359,3624,124,210,122
AMOURANTH,September 2018,7192,2496,4184,112,252,148
REBIRTHZTV,September 2022,2391,10,2093,2,0,286
REBIRTHZTV,August 2022,3008,18,2530,2,0,458
REBIRTHZTV,July 2022,2957,15,2526,3,1,412
REBIRTHZTV,June 2022,3107,26,2574,5,2,500
REBIRTHZTV,May 2022,4735,27,4040,8,1,659
REBIRTHZTV,April 2022,5065,22,4285,4,0,754
REBIRTHZTV,March 2022,4324,25,3690,4,2,603
REBIRTHZTV,February 2022,2865,30,2413,6,2,414
REBIRTHZTV,January 2022,4178,29,3566,11,3,569
REBIRTHZTV,December 2021,3796,31,3238,9,2,516
REBIRTHZTV,November 2021,2952,21,2556,8,0,367
PONCE,September 2022,7019,2318,3517,42,28,1114
PONCE,August 2022,10546,2985,6232,48,27,1254
PONCE,July 2022,10383,3484,5525,60,25,1289
PONCE,June 2022,9473,3404,4654,44,23,1348
PONCE,May 2022,10244,3758,4904,52,32,1498
PONCE,April 2022,10364,3769,4977,52,37,1529
PONCE,March 2022,11579,4101,5811,64,34,1569
PONCE,February 2022,11338,3605,6074,69,39,1551
PONCE,January 2022,14188,4887,7150,77,32,2042
PONCE,December 2021,10606,3485,5721,50,17,1333
PONCE,November 2021,8431,3222,3974,51,20,1164
PONCE,October 2021,9872,3897,4749,66,28,1132
PONCE,September 2021,9766,2840,5942,56,21,907
PONCE,August 2021,7857,2884,4042,67,13,851
PONCE,July 2021,7645,3076,3646,60,21,842
PONCE,June 2021,8997,3549,4360,61,22,1005
PONCE,May 2021,10297,4075,5041,65,19,1097
PONCE,April 2021,10618,4320,5129,57,21,1091
PONCE,March 2021,12168,4960,5783,81,21,1323
PONCE,February 2021,10333,4128,5077,64,24,1040
PONCE,January 2021,13428,4885,7173,74,23,1273
PONCE,December 2020,4751,1787,2511,25,6,422
RANBOOLIVE,September 2022,16705,4424,6909,59,30,5283
RANBOOLIVE,August 2022,26422,5768,8492,60,19,12083
RANBOOLIVE,July 2022,28702,7333,11117,84,27,10141
RANBOOLIVE,June 2022,29599,7486,10920,84,22,11087
RANBOOLIVE,May 2022,29539,7836,11072,94,21,10516
RANBOOLIVE,April 2022,38347,9333,13246,119,38,15611
RANBOOLIVE,March 2022,35341,9856,14595,125,39,10726
RANBOOLIVE,February 2022,35339,9337,14209,120,30,11643
RANBOOLIVE,January 2022,44098,10306,17005,137,42,16608
RANBOOLIVE,December 2021,58785,15833,29280,256,57,13359
RANBOOLIVE,November 2021,47688,12323,22451,161,53,12700
RANBOOLIVE,October 2021,54941,15012,27423,211,77,12218
RANBOOLIVE,September 2021,56640,14608,26404,225,88,15315
RANBOOLIVE,August 2021,114901,21587,80973,327,109,11905
RANBOOLIVE,July 2021,60726,18147,29230,266,81,13002
RANBOOLIVE,June 2021,70609,20151,39065,339,119,10935
RANBOOLIVE,May 2021,79345,17722,45717,317,128,15461
RANBOOLIVE,April 2021,93436,17201,64821,454,167,10793
RANBOOLIVE,March 2021,79463,14873,57890,393,139,6168
RANBOOLIVE,February 2021,103656,16318,84936,405,81,1916
RANBOOLIVE,January 2021,16958,3853,12227,87,40,751
MIXWELL,September 2022,6631,3133,2476,0,1,1021
MIXWELL,August 2022,4152,2298,1221,1,1,631
MIXWELL,July 2022,1339,756,390,0,0,193
MIXWELL,June 2022,2710,1543,735,2,1,429
MIXWELL,May 2022,1962,1115,521,0,1,325
MIXWELL,April 2022,1237,667,378,2,1,189
MIXWELL,March 2022,3827,2325,865,2,1,634
MIXWELL,February 2022,6422,3611,1856,0,5,950
MIXWELL,January 2022,3956,2075,1244,1,3,633
MIXWELL,December 2021,13513,6665,4872,4,3,1969
MIXWELL,November 2021,1473,869,398,1,0,205
MIXWELL,October 2021,1197,782,289,2,0,124
MIXWELL,September 2021,1834,1072,553,5,6,198
MIXWELL,August 2021,1464,941,366,2,0,155
KORESHZY,September 2022,141,2,139,0,0,0
KORESHZY,August 2022,226,9,216,1,0,0
KORESHZY,July 2022,119,2,116,0,1,0
KORESHZY,June 2022,313,6,306,1,0,0
KORESHZY,May 2022,201,2,199,0,0,0
KORESHZY,April 2022,168,1,165,1,1,0
KORESHZY,March 2022,308,2,300,5,1,0
KORESHZY,February 2022,547,6,523,2,0,16
KORESHZY,January 2022,445,32,396,4,1,12
KORESHZY,December 2021,673,5,659,1,2,6
KORESHZY,November 2021,195,3,191,0,1,0
KORESHZY,October 2021,259,1,256,1,1,0
KORESHZY,September 2021,463,2,452,1,1,7
KORESHZY,August 2021,1027,8,991,8,0,20
TUMBLURR,September 2022,13860,8034,3908,18,19,1881
TUMBLURR,August 2022,21914,12012,6983,24,14,2881
TUMBLURR,July 2022,22309,12568,6876,22,19,2824
TUMBLURR,June 2022,23114,13511,6517,27,21,3038
TUMBLURR,May 2022,23072,12751,7244,35,25,3017
TUMBLURR,April 2022,22920,12671,7231,25,21,2972
TUMBLURR,March 2022,21385,11955,6569,17,22,2822
TUMBLURR,February 2022,19387,10202,6684,17,26,2458
TUMBLURR,January 2022,21873,11238,8026,22,25,2562
TUMBLURR,December 2021,17787,10041,5258,29,34,2425
TUMBLURR,November 2021,13986,7880,4458,22,16,1610
TUMBLURR,October 2021,16664,8834,6382,22,25,1401
TUMBLURR,September 2021,13653,7252,5206,25,21,1149
TUMBLURR,August 2021,11256,6327,3852,18,22,1037
TUMBLURR,July 2021,7902,5127,1961,19,13,782
TUMBLURR,June 2021,10956,6697,3099,20,17,1123
TUMBLURR,May 2021,12039,7867,2989,23,19,1141
TUMBLURR,April 2021,11542,7177,3179,27,15,1144
TUMBLURR,March 2021,12525,7868,3260,132,25,1240
TUMBLURR,February 2021,12056,6970,3947,28,19,1092
TUMBLURR,January 2021,13259,7878,4041,32,26,1282
TUMBLURR,December 2020,11782,6529,4095,22,25,1111
THEBAUSFFS,September 2022,2122,1256,534,1,4,327
THEBAUSFFS,August 2022,3586,2053,1005,7,4,517
THEBAUSFFS,July 2022,2780,1695,654,3,4,424
THEBAUSFFS,June 2022,2955,1883,601,5,4,462
THEBAUSFFS,May 2022,3838,2442,808,6,6,576
THEBAUSFFS,April 2022,7657,4346,2321,4,10,976
THEBAUSFFS,March 2022,3097,1629,1037,3,8,420
THEBAUSFFS,February 2022,2688,1387,957,1,9,334
THEBAUSFFS,January 2022,2436,1304,765,8,6,353
THEBAUSFFS,December 2021,3030,1511,1142,2,6,369
THEBAUSFFS,November 2021,2048,1063,744,1,6,234
COHHCARNAGE,September 2022,7065,2084,3870,258,34,819
COHHCARNAGE,August 2022,10337,3203,5476,394,48,1216
COHHCARNAGE,July 2022,8564,2854,4240,350,48,1072
COHHCARNAGE,June 2022,11704,3102,6910,428,50,1214
COHHCARNAGE,May 2022,10837,2988,6113,410,51,1275
COHHCARNAGE,April 2022,10346,2768,5974,404,60,1140
COHHCARNAGE,March 2022,11328,3567,5903,434,69,1355
COHHCARNAGE,February 2022,12647,3822,6850,407,80,1488
COHHCARNAGE,January 2022,11059,2812,6437,446,71,1293
COHHCARNAGE,December 2021,15573,2798,10952,489,82,1252
COHHCARNAGE,November 2021,10607,2711,6375,415,54,1052
COHHCARNAGE,October 2021,11144,2956,6710,474,66,938
COHHCARNAGE,September 2021,13952,3121,9236,589,72,934
COHHCARNAGE,August 2021,11371,3108,6789,485,76,913
COHHCARNAGE,July 2021,13415,3642,8098,578,63,1034
COHHCARNAGE,June 2021,12889,3605,7488,673,71,1052
COHHCARNAGE,May 2021,14113,3965,8553,447,75,1073
COHHCARNAGE,April 2021,13326,3402,8463,450,59,952
COHHCARNAGE,March 2021,15747,3832,10296,468,70,1081
COHHCARNAGE,February 2021,13472,4146,7632,469,60,1165
COHHCARNAGE,January 2021,13432,4099,7669,487,68,1109
COHHCARNAGE,December 2020,19792,5713,11913,657,86,1423
COHHCARNAGE,November 2020,11906,3939,6524,395,60,988
COHHCARNAGE,October 2020,15182,4605,8802,457,70,1248
COHHCARNAGE,September 2020,12097,4264,6361,407,65,1000
COHHCARNAGE,August 2020,15498,4968,8852,486,66,1126
COHHCARNAGE,July 2020,15925,4819,9289,519,71,1227
COHHCARNAGE,June 2020,15266,4776,9313,587,84,506
COHHCARNAGE,May 2020,13897,3483,9675,303,43,393
COHHCARNAGE,April 2020,7662,2611,4528,221,39,263
COHHCARNAGE,March 2020,13702,5267,7351,459,51,574
COHHCARNAGE,February 2020,12210,4328,6852,492,103,435
COHHCARNAGE,January 2020,14210,5093,8080,454,57,526
COHHCARNAGE,December 2019,19320,5835,12239,559,84,603
COHHCARNAGE,November 2019,15169,5714,8451,389,65,550
COHHCARNAGE,October 2019,11974,4531,6541,401,52,449
COHHCARNAGE,September 2019,14773,5249,8671,366,72,415
COHHCARNAGE,August 2019,13159,5016,7376,436,62,269
COHHCARNAGE,July 2019,14229,4935,8544,413,73,264
COHHCARNAGE,June 2019,15718,6522,8305,499,91,301
COHHCARNAGE,May 2019,13987,6254,6866,470,79,318
COHHCARNAGE,April 2019,14712,6199,7425,590,183,315
COHHCARNAGE,March 2019,14292,6702,6686,461,79,364
COHHCARNAGE,February 2019,17365,8136,7801,776,140,512
COHHCARNAGE,January 2019,14179,4890,7246,434,71,1538
COHHCARNAGE,December 2018,18269,5050,10970,504,102,1643
COHHCARNAGE,November 2018,15691,6465,6734,476,83,1933
COHHCARNAGE,October 2018,13435,4626,6745,466,79,1519
COHHCARNAGE,September 2018,14037,4581,7729,470,87,1170
COHHCARNAGE,August 2018,14329,5604,6429,448,86,1762
COHHCARNAGE,July 2018,11664,5569,3777,475,79,1764
COHHCARNAGE,June 2018,11295,5366,3669,462,87,1711
COHHCARNAGE,May 2018,10952,4355,4347,497,96,1657
COHHCARNAGE,April 2018,10435,3967,4368,475,90,1535
COHHCARNAGE,March 2018,11345,4615,4364,497,110,1642
COHHCARNAGE,February 2018,10254,4301,3880,468,112,1493
COHHCARNAGE,January 2018,10620,4355,4121,483,104,1557
COHHCARNAGE,December 2017,9522,3526,3957,559,102,1378
COHHCARNAGE,November 2017,8814,3197,3779,473,92,1273
COHHCARNAGE,October 2017,11536,4627,4313,705,145,1746
COHHCARNAGE,September 2017,8459,3214,3587,279,101,1278
COHHCARNAGE,August 2017,9102,3720,3679,240,87,1376
COHHCARNAGE,July 2017,9502,3683,4064,224,93,1438
COHHCARNAGE,June 2017,9040,3612,3759,207,94,1368
COHHCARNAGE,May 2017,5642,2512,2159,71,51,849
COHHCARNAGE,April 2017,2406,1486,565,0,0,355
COHHCARNAGE,March 2017,2904,1729,743,0,0,432
COHHCARNAGE,February 2017,2244,1370,543,0,0,331
COHHCARNAGE,January 2017,2352,1425,580,0,0,347
COHHCARNAGE,December 2016,2609,1609,618,0,0,382
COHHCARNAGE,November 2016,2693,1762,534,0,0,397
COHHCARNAGE,October 2016,4231,3170,427,0,0,634
COHHCARNAGE,September 2016,447,34,357,0,0,56
FABRIZIOROMANO,September 2022,267,164,67,0,0,36
FABRIZIOROMANO,August 2022,3,2,1,0,0,0
FABRIZIOROMANO,July 2022,1,0,1,0,0,0
FABRIZIOROMANO,June 2022,7,5,2,0,0,0
FABRIZIOROMANO,May 2022,1,0,1,0,0,0
FABRIZIOROMANO,April 2022,8,5,3,0,0,0
FABRIZIOROMANO,March 2022,22,7,15,0,0,0
FABRIZIOROMANO,February 2022,21,10,11,0,0,0
FABRIZIOROMANO,January 2022,689,363,220,0,0,106
FABRIZIOROMANO,December 2021,36,13,23,0,0,0
FABRIZIOROMANO,November 2021,76,25,49,1,1,0
EWROON,September 2022,5962,2012,3388,5,5,552
EWROON,August 2022,6902,3530,2381,6,18,967
EWROON,July 2022,6841,3509,2365,10,22,935
EWROON,June 2022,5420,2763,1827,11,18,801
EWROON,May 2022,5870,3064,1859,13,15,919
EWROON,April 2022,5587,2820,1926,28,18,795
EWROON,March 2022,6080,2997,2149,19,16,899
EWROON,February 2022,5753,2626,2278,12,13,824
EWROON,January 2022,5465,2561,2107,15,14,768
EWROON,December 2021,5354,2164,2430,16,13,731
