Nombre Streamer,Month Year,Total Subs,Subs Type Prime,Subs Type Tier 1($4.99),Subs Type Tier 2($9.99),Subs Type Tier 3($24.99),Subs Type Unlisted
B0ATY,April 2019,6072,3619,2198,51,24,180
B0ATY,March 2019,8435,5083,3004,54,35,259
B0ATY,February 2019,11737,6908,4328,81,59,361
B0ATY,January 2019,10475,4418,4712,73,40,1232
B0ATY,December 2018,7017,3048,3005,42,26,896
B0ATY,November 2018,5048,1934,2369,45,26,674
B0ATY,October 2018,3745,1517,1686,34,13,495
B0ATY,September 2018,6043,2777,2502,38,27,699
B0ATY,August 2018,4981,2279,1960,31,27,684
B0ATY,July 2018,4983,2470,1707,29,30,747
B0ATY,June 2018,4946,2377,1770,33,27,739
B0ATY,May 2018,4667,1827,2078,26,38,698
B0ATY,April 2018,3991,1285,2060,27,31,588
B0ATY,March 2018,4370,1840,1798,21,29,647
B0ATY,February 2018,3402,1184,1672,21,24,501
B0ATY,January 2018,4006,1536,1824,28,29,589
B0ATY,December 2017,4666,1739,2181,40,27,679
B0ATY,November 2017,3622,1236,1810,27,28,521
B0ATY,October 2017,3816,1319,1866,35,26,570
B0ATY,September 2017,4415,1400,2291,33,30,661
B0ATY,August 2017,3737,1302,1815,37,27,556
B0ATY,July 2017,4462,1689,2045,37,23,668
B0ATY,June 2017,5221,2047,2329,31,30,784
B0ATY,May 2017,1963,798,829,24,21,291
SKIPNHO,September 2022,1405,511,760,0,0,134
SKIPNHO,August 2022,1240,495,652,1,0,92
SKIPNHO,July 2022,772,508,187,1,0,76
SKIPNHO,June 2022,665,423,184,0,0,58
SKIPNHO,May 2022,1417,843,380,1,0,193
SKIPNHO,April 2022,788,465,253,0,0,70
SKIPNHO,March 2022,787,313,438,0,0,36
SKIPNHO,February 2022,1247,836,259,0,0,152
SKIPNHO,January 2022,896,533,265,2,1,95
SKIPNHO,December 2021,1136,537,477,1,1,120
SKIPNHO,November 2021,757,435,278,0,1,43
SKIPNHO,October 2021,1298,762,447,0,1,88
SKIPNHO,September 2021,1615,917,543,0,0,155
SKIPNHO,August 2021,407,257,127,0,0,23
PAULETA_TWITCH,September 2022,3081,1190,1467,3,0,421
PAULETA_TWITCH,August 2022,4669,1850,2166,3,0,650
PAULETA_TWITCH,July 2022,3337,1313,1531,3,0,490
PAULETA_TWITCH,June 2022,2920,1195,1320,1,0,404
PAULETA_TWITCH,May 2022,4224,1661,1968,2,0,593
PAULETA_TWITCH,April 2022,4247,1690,1964,1,0,592
PAULETA_TWITCH,March 2022,3683,1422,1693,3,0,565
PAULETA_TWITCH,February 2022,4401,1640,2150,2,0,609
PAULETA_TWITCH,January 2022,2488,869,1278,1,0,340
PAULETA_TWITCH,December 2021,2425,997,1092,2,0,334
PAULETA_TWITCH,November 2021,3472,1330,1686,4,0,452
PAULETA_TWITCH,October 2021,2546,1020,1250,4,0,272
PAULETA_TWITCH,September 2021,3776,1222,2212,3,0,339
PAULETA_TWITCH,August 2021,1735,774,783,0,0,178
YBICANOOOOBOV,September 2022,235,19,213,1,2,0
YBICANOOOOBOV,August 2022,244,15,226,1,2,0
YBICANOOOOBOV,July 2022,239,12,222,0,5,0
YBICANOOOOBOV,June 2022,294,14,278,0,2,0
YBICANOOOOBOV,May 2022,285,19,261,0,5,0
YBICANOOOOBOV,April 2022,291,9,280,0,2,0
YBICANOOOOBOV,March 2022,441,23,415,0,3,0
YBICANOOOOBOV,February 2022,1116,26,1082,1,3,4
YBICANOOOOBOV,January 2022,954,34,909,3,2,6
YBICANOOOOBOV,December 2021,1843,24,1809,4,6,0
YBICANOOOOBOV,November 2021,1072,19,1030,2,5,16
YBICANOOOOBOV,October 2021,1381,27,1327,2,4,21
YBICANOOOOBOV,September 2021,3359,40,3226,40,2,51
YBICANOOOOBOV,August 2021,2072,25,1998,1,3,45
SHADOWKEKW,September 2022,197,2,194,0,1,0
SHADOWKEKW,August 2022,176,7,168,0,1,0
SHADOWKEKW,July 2022,241,6,234,0,1,0
SHADOWKEKW,June 2022,173,3,167,0,3,0
SHADOWKEKW,May 2022,426,8,417,0,1,0
SHADOWKEKW,April 2022,509,7,501,0,1,0
SHADOWKEKW,March 2022,292,5,284,0,3,0
SHADOWKEKW,February 2022,340,5,332,1,2,0
SHADOWKEKW,January 2022,316,1,306,0,3,6
SHADOWKEKW,December 2021,554,1,546,3,4,0
SHADOWKEKW,November 2021,235,0,234,0,1,0
SHADOWKEKW,October 2021,340,0,338,1,1,0
SHADOWKEKW,September 2021,686,0,682,0,1,3
SHADOWKEKW,August 2021,276,1,270,1,0,4
BRATISHKINOFF,September 2022,711,12,628,2,2,67
BRATISHKINOFF,August 2022,1356,31,1172,4,8,141
BRATISHKINOFF,July 2022,1452,32,1260,8,9,143
BRATISHKINOFF,June 2022,1577,25,1339,9,17,187
BRATISHKINOFF,May 2022,1652,25,1436,6,9,176
BRATISHKINOFF,April 2022,3183,40,2801,11,14,317
BRATISHKINOFF,March 2022,3519,52,3015,15,13,424
BRATISHKINOFF,February 2022,8143,90,7300,30,26,697
BRATISHKINOFF,January 2022,4803,73,4307,19,15,389
BRATISHKINOFF,December 2021,3615,42,3238,12,11,312
BRATISHKINOFF,November 2021,3183,56,2829,21,5,272
BRATISHKINOFF,October 2021,3588,63,3236,22,11,256
BRATISHKINOFF,September 2021,4588,64,4171,29,12,312
BRATISHKINOFF,August 2021,5534,100,5000,39,7,388
ELDED,September 2022,3467,1376,1524,17,24,526
ELDED,August 2022,6864,2927,2764,25,32,1116
ELDED,July 2022,7497,3302,2991,22,33,1149
ELDED,June 2022,7401,3139,3117,23,30,1092
ELDED,May 2022,7646,2987,3428,28,37,1166
ELDED,April 2022,7647,3204,3158,44,37,1204
ELDED,March 2022,9302,3705,4110,46,50,1391
ELDED,February 2022,7054,2844,3030,51,32,1097
ELDED,January 2022,10896,4033,5214,64,45,1540
ELDED,December 2021,8579,3581,3657,63,45,1233
ELDED,November 2021,7514,3128,3226,81,46,1033
ELDED,October 2021,7780,3294,3556,98,47,785
ELDED,September 2021,7817,3071,3791,125,44,786
ELDED,August 2021,6681,3022,2736,113,18,792
ELDED,July 2021,6691,2906,2949,95,10,731
ELDED,June 2021,6652,2893,2932,89,10,728
ELDED,May 2021,6045,2910,2465,27,4,639
ELDED,April 2021,5215,2961,1655,13,2,584
ELDED,March 2021,5843,3328,1851,12,5,647
ELDED,February 2021,4062,2438,1170,12,1,441
ELDED,January 2021,4953,2904,1488,9,3,549
ELDED,December 2020,4460,2146,1910,2,2,400
YATORORAIN,November 2021,16,3,13,0,0,0
RECRENT,September 2022,689,39,571,4,5,70
RECRENT,August 2022,1085,78,923,11,3,70
RECRENT,July 2022,1107,71,955,7,4,70
RECRENT,June 2022,1038,64,893,10,8,63
RECRENT,May 2022,1266,78,1056,10,7,115
RECRENT,April 2022,1606,84,1400,10,1,111
RECRENT,March 2022,2040,84,1711,23,8,214
RECRENT,February 2022,2750,105,2318,30,14,283
RECRENT,January 2022,3745,121,3241,37,20,326
RECRENT,December 2021,3485,131,2946,41,21,346
RECRENT,November 2021,5128,156,4541,45,27,359
RECRENT,October 2021,7034,198,6407,55,26,348
RECRENT,September 2021,6761,209,6037,59,37,419
RECRENT,August 2021,7963,247,7155,71,36,454
RECRENT,July 2021,1190,152,964,9,4,61
XAYOO_,September 2022,36,30,6,0,0,0
XAYOO_,August 2022,517,290,161,0,0,66
XAYOO_,July 2022,338,190,99,0,0,49
XAYOO_,June 2022,519,293,145,0,0,81
XAYOO_,May 2022,1243,750,310,1,0,182
XAYOO_,April 2022,473,362,57,0,0,54
XAYOO_,March 2022,3853,2666,515,0,1,671
XAYOO_,February 2022,2976,1960,558,0,0,458
XAYOO_,January 2022,2602,1565,597,0,2,438
XAYOO_,December 2021,371,238,89,0,0,44
XAYOO_,November 2021,120,93,27,0,0,0
XAYOO_,October 2021,943,441,418,1,2,81
XAYOO_,September 2021,1659,303,1174,4,3,175
XAYOO_,August 2021,5905,1255,3947,5,3,695
XAYOO_,July 2021,66,37,29,0,0,0
XAYOO_,June 2021,49,20,29,0,0,0
XAYOO_,May 2021,44,17,27,0,0,0
XAYOO_,April 2021,48,22,26,0,0,0
XAYOO_,March 2021,79,34,45,0,0,0
XAYOO_,February 2021,67,43,24,0,0,0
XAYOO_,January 2021,1474,593,721,3,1,156
XAYOO_,December 2020,569,269,241,1,0,58
FUSLIE,September 2022,2440,654,1527,7,8,244
FUSLIE,August 2022,5652,1859,2976,24,18,775
FUSLIE,July 2022,4770,1580,2479,17,16,678
FUSLIE,June 2022,6647,1987,3792,24,22,822
FUSLIE,May 2022,7626,2122,4388,35,26,1055
FUSLIE,April 2022,6608,2038,3592,23,26,929
FUSLIE,March 2022,8168,2446,4599,38,18,1067
FUSLIE,February 2022,7237,2282,3922,20,32,981
FUSLIE,January 2022,6450,1838,3754,26,29,803
FUSLIE,December 2021,6672,1874,3899,28,20,851
FUSLIE,November 2021,5810,1223,3954,34,20,579
FUSLIE,October 2021,6318,727,2994,26,17,2554
FUSLIE,September 2021,7390,0,6644,72,33,641
FUSLIE,August 2021,7775,0,6694,47,34,1000
FUSLIE,July 2021,6619,0,6274,51,35,259
FUSLIE,June 2021,7680,0,7301,60,84,235
FUSLIE,May 2021,8312,0,7952,67,45,248
FUSLIE,April 2021,9151,0,8368,59,42,682
FUSLIE,March 2021,9572,0,9444,78,50,0
FUSLIE,February 2021,7068,0,6383,50,35,600
FUSLIE,January 2021,5749,0,5579,38,36,96
FUSLIE,December 2020,5422,0,3569,35,24,1794
SCUMP,September 2022,4195,933,2689,8,9,556
SCUMP,August 2022,1007,158,689,1,2,157
SCUMP,July 2022,35,16,19,0,0,0
SCUMP,June 2022,4008,715,2871,4,5,413
SCUMP,May 2022,6276,897,4663,8,12,696
SCUMP,April 2022,26,16,10,0,0,0
SCUMP,March 2022,1189,245,771,4,1,168
SCUMP,February 2022,4034,838,2686,6,7,497
SCUMP,January 2022,5709,1221,3841,9,11,627
SCUMP,December 2021,8737,2638,5000,12,7,1080
SCUMP,November 2021,21378,5789,13329,124,22,2114
SCUMP,October 2021,9175,2157,6301,18,10,689
SCUMP,September 2021,13170,2501,9797,22,17,833
SCUMP,August 2021,10187,2071,7319,23,21,753
SCUMP,July 2021,9576,1601,7323,23,19,610
SCUMP,June 2021,886,178,600,7,7,94
SCUMP,May 2021,1374,294,936,11,5,128
SCUMP,April 2021,36,26,10,0,0,0
SCUMP,March 2021,7898,2369,4771,27,18,713
SCUMP,February 2021,6056,1775,3706,20,7,548
SCUMP,January 2021,10239,2787,6641,36,17,758
SCUMP,December 2020,7232,2579,3934,21,12,686
SCUMP,November 2020,11953,4343,6349,34,14,1213
SCUMP,October 2020,9997,2891,6200,24,14,868
SCUMP,September 2020,15328,4705,9246,41,25,1311
SCUMP,August 2020,2004,642,1168,9,3,182
SCUMP,July 2020,6287,1839,3962,28,14,444
SCUMP,June 2020,4202,1342,2728,14,7,111
SCUMP,May 2020,7699,2531,4878,18,29,243
SCUMP,April 2020,5916,2109,3547,22,48,190
SCUMP,March 2020,4410,1903,2273,14,72,148
SCUMP,February 2020,2547,1174,1254,8,12,99
SCUMP,January 2020,5469,2177,3026,16,72,178
SCUMP,December 2019,6735,2708,3714,24,60,229
SCUMP,November 2019,7486,3692,3379,28,66,321
SCUMP,October 2019,5377,2267,2582,32,290,206
SCUMP,May 2019,68,44,18,0,6,0
SCUMP,April 2019,150,96,54,0,0,0
SCUMP,March 2019,2560,960,1481,14,24,81
SCUMP,February 2019,7614,2435,4823,34,72,250
SCUMP,January 2019,13427,3966,8884,78,102,397
SCUMP,December 2018,4172,2110,1886,24,24,128
SCUMP,November 2018,20223,10085,9053,80,186,819
SCUMP,October 2018,12363,5244,6511,58,90,460
SCUMP,September 2018,1739,962,689,6,30,52
TANZVERBOT,September 2022,6008,1908,3553,5,10,532
TANZVERBOT,August 2022,3931,1091,2520,3,7,310
TANZVERBOT,July 2022,1523,440,946,6,2,129
TANZVERBOT,June 2022,1506,430,918,6,2,150
TANZVERBOT,May 2022,6675,1934,4199,24,9,509
TANZVERBOT,April 2022,2305,709,1366,19,9,202
TANZVERBOT,March 2022,3576,951,2346,15,10,254
TANZVERBOT,February 2022,6827,1843,4463,16,11,494
TANZVERBOT,January 2022,2477,748,1480,7,4,238
TANZVERBOT,December 2021,3049,977,1765,14,6,287
TANZVERBOT,November 2021,2421,926,1250,7,3,235
TANZVERBOT,October 2021,2919,1007,1701,7,8,196
TANZVERBOT,September 2021,2887,648,2077,7,9,146
TANZVERBOT,August 2021,1452,545,782,8,1,116
EGORKREED,September 2022,327,5,321,1,0,0
EGORKREED,August 2022,193,10,182,0,1,0
EGORKREED,July 2022,243,5,234,2,2,0
EGORKREED,June 2022,684,16,597,3,1,67
EGORKREED,May 2022,1009,20,935,6,2,46
EGORKREED,April 2022,297,7,287,2,1,0
EGORKREED,March 2022,389,15,369,3,2,0
EGORKREED,February 2022,788,4,761,1,1,21
EGORKREED,January 2022,6,0,5,1,0,0
EGORKREED,December 2021,4,0,4,0,0,0
EGORKREED,November 2021,302,2,292,0,0,8
JOUEUR_DU_GRENIER,September 2022,3421,1026,1988,17,7,383
JOUEUR_DU_GRENIER,August 2022,2978,1331,1175,14,9,449
JOUEUR_DU_GRENIER,July 2022,3011,1290,1235,22,11,453
JOUEUR_DU_GRENIER,June 2022,2884,1146,1335,18,10,375
JOUEUR_DU_GRENIER,May 2022,3395,1305,1604,21,10,455
JOUEUR_DU_GRENIER,April 2022,2670,1080,1209,17,5,359
JOUEUR_DU_GRENIER,March 2022,2710,1060,1209,23,13,405
JOUEUR_DU_GRENIER,February 2022,2509,876,1266,20,7,340
JOUEUR_DU_GRENIER,January 2022,3521,1312,1679,21,13,496
JOUEUR_DU_GRENIER,December 2021,2397,876,1183,17,3,318
JOUEUR_DU_GRENIER,November 2021,1922,741,917,11,4,249
JOUEUR_DU_GRENIER,October 2021,3581,1716,1452,14,9,390
JOUEUR_DU_GRENIER,September 2021,2919,1018,1603,19,8,271
JOUEUR_DU_GRENIER,August 2021,1269,547,564,9,6,143
LYONWGFLIVE,September 2022,2103,1567,205,0,2,329
LYONWGFLIVE,August 2022,1072,772,156,0,1,143
LYONWGFLIVE,July 2022,3308,2344,448,0,3,513
LYONWGFLIVE,June 2022,3099,2217,371,1,2,508
LYONWGFLIVE,May 2022,3665,2746,352,1,1,565
LYONWGFLIVE,April 2022,4020,2948,426,3,1,642
LYONWGFLIVE,March 2022,5411,3748,823,3,4,833
LYONWGFLIVE,February 2022,5032,3432,842,4,3,751
LYONWGFLIVE,January 2022,5180,3598,731,3,2,846
LYONWGFLIVE,December 2021,4064,2799,637,3,2,623
LYONWGFLIVE,November 2021,4458,2909,941,1,3,604
LYONWGFLIVE,October 2021,4374,2955,953,1,2,463
LYONWGFLIVE,September 2021,4942,3524,861,4,2,551
LYONWGFLIVE,August 2021,5714,4006,1034,6,1,667
LYONWGFLIVE,July 2021,5873,4138,1068,7,3,657
LYONWGFLIVE,June 2021,6519,4600,1184,7,3,725
LYONWGFLIVE,May 2021,6132,4557,861,10,3,701
LYONWGFLIVE,April 2021,7747,5619,1273,11,7,837
LYONWGFLIVE,March 2021,3700,2442,824,3,4,427
NORTHERNLION,September 2022,3362,1611,1216,8,6,521
NORTHERNLION,August 2022,6792,3457,2351,24,8,952
NORTHERNLION,July 2022,5546,2520,2299,16,5,706
NORTHERNLION,June 2022,5658,2843,2002,16,11,786
NORTHERNLION,May 2022,6754,3365,2418,15,8,948
NORTHERNLION,April 2022,6526,3118,2471,22,10,905
NORTHERNLION,March 2022,7191,3351,2804,17,8,1011
NORTHERNLION,February 2022,6224,2987,2347,30,6,854
NORTHERNLION,January 2022,6407,3164,2270,18,6,949
NORTHERNLION,December 2021,6958,3052,2949,20,10,927
NORTHERNLION,November 2021,3906,1903,1459,8,5,531
YOUNGMULTI,September 2022,2681,1553,755,4,3,366
YOUNGMULTI,August 2022,5265,2743,1348,1,6,1167
YOUNGMULTI,July 2022,5014,2691,1107,2,1,1213
YOUNGMULTI,June 2022,5099,2611,1355,2,2,1129
YOUNGMULTI,May 2022,4149,2283,1030,0,4,832
YOUNGMULTI,April 2022,3664,1813,936,1,2,912
YOUNGMULTI,March 2022,3515,1914,1009,1,6,585
YOUNGMULTI,February 2022,4155,2162,1045,5,2,941
YOUNGMULTI,January 2022,2518,1201,958,0,4,355
YOUNGMULTI,December 2021,1594,631,746,0,2,215
YOUNGMULTI,November 2021,1812,788,685,1,4,334
YOUNGMULTI,October 2021,1196,435,384,1,1,375
YOUNGMULTI,September 2021,1136,0,1132,3,1,0
YOUNGMULTI,August 2021,767,0,714,2,1,50
YOUNGMULTI,July 2021,710,0,707,1,2,0
YOUNGMULTI,June 2021,363,0,363,0,0,0
YOUNGMULTI,May 2021,305,0,298,2,1,4
QTCINDERELLA,September 2022,6085,1730,2738,5,7,1605
QTCINDERELLA,August 2022,3238,962,1485,3,3,785
QTCINDERELLA,July 2022,4948,1295,2530,11,7,1105
QTCINDERELLA,June 2022,4710,1188,2504,7,10,1001
QTCINDERELLA,May 2022,7393,1700,4219,11,6,1457
QTCINDERELLA,April 2022,3536,771,1950,3,5,807
QTCINDERELLA,March 2022,29785,9941,12415,17,9,7403
QTCINDERELLA,February 2022,5699,1206,3486,26,3,978
QTCINDERELLA,January 2022,5088,1305,2677,18,4,1084
QTCINDERELLA,December 2021,5443,1159,3084,12,5,1183
QTCINDERELLA,November 2021,5119,906,3239,31,6,937
QTCINDERELLA,October 2021,4237,800,2613,10,5,809
QTCINDERELLA,September 2021,7170,1176,4720,7,3,1264
QTCINDERELLA,August 2021,7319,784,5738,11,8,778
QTCINDERELLA,July 2021,4234,817,2519,17,11,870
QTCINDERELLA,June 2021,3829,656,2914,16,12,231
QTCINDERELLA,May 2021,3423,781,2368,16,12,246
QTCINDERELLA,April 2021,3408,477,2718,16,6,191
MCKYTV,September 2022,3620,1306,1893,7,5,409
MCKYTV,August 2022,5707,2186,2754,10,12,745
MCKYTV,July 2022,5646,2119,2772,14,13,728
MCKYTV,June 2022,8736,3011,4810,14,8,893
MCKYTV,May 2022,10267,2530,6906,25,9,797
MCKYTV,April 2022,6441,2196,3507,16,10,712
MCKYTV,March 2022,6483,2387,3215,23,17,841
MCKYTV,February 2022,8043,2827,4262,22,23,909
MCKYTV,January 2022,12551,4267,6971,24,30,1259
MCKYTV,December 2021,12699,3768,7684,31,30,1186
MCKYTV,November 2021,11214,3384,6837,23,20,950
MCKYTV,October 2021,13417,5097,7233,33,29,1025
MCKYTV,September 2021,20587,5940,13209,17,18,1403
MCKYTV,August 2021,14673,4584,9135,28,36,890
MCKYTV,July 2021,5392,1347,3717,10,22,296
MCKYTV,June 2021,3821,1258,2249,9,12,293
MCKYTV,May 2021,5998,1751,3800,17,20,410
MCKYTV,April 2021,5068,1523,3171,18,12,344
MCKYTV,March 2021,6544,1823,4303,18,13,387
MCKYTV,February 2021,10361,2855,6731,18,21,736
MCKYTV,January 2021,6416,1869,4109,17,16,405
MCKYTV,December 2020,5025,1369,3320,21,14,301
MCKYTV,November 2020,4061,1392,2350,16,12,291
MCKYTV,October 2020,8196,2005,5688,23,15,465
MCKYTV,September 2020,6759,1958,4283,73,37,408
MCKYTV,August 2020,6274,1983,3817,29,20,425
MCKYTV,July 2020,4554,1889,2297,28,13,327
MCKYTV,June 2020,5696,2154,3346,39,17,140
MCKYTV,May 2020,3572,1237,2239,5,9,82
MCKYTV,January 2020,88,62,20,0,6,0
MCKYTV,December 2019,5972,1983,3759,52,66,112
MCKYTV,November 2019,3716,1653,1871,32,54,106
MCKYTV,October 2019,4805,2624,1906,46,96,133
MCKYTV,September 2019,3825,1482,2139,24,78,102
MCKYTV,August 2019,5587,2321,2969,46,66,185
MCKYTV,July 2019,3689,2353,1115,44,48,129
MCKYTV,June 2019,5908,3681,1851,50,84,242
MCKYTV,May 2019,3874,2643,973,32,78,148
IMLS,September 2022,2574,1061,1166,11,2,334
IMLS,August 2022,3944,1339,2154,12,5,434
IMLS,July 2022,340,134,162,0,2,42
IMLS,June 2022,2070,854,927,6,4,279
IMLS,May 2022,2797,1068,1359,6,6,358
IMLS,April 2022,3846,1788,1527,7,9,515
IMLS,March 2022,6222,1879,3659,6,9,669
IMLS,February 2022,3865,1295,2143,5,3,419
IMLS,January 2022,3271,1313,1487,1,4,466
IMLS,December 2021,4238,1749,1938,10,48,493
IMLS,November 2021,4346,1684,2048,9,3,602
WANKILSTUDIO,September 2022,1990,835,841,1,1,312
WANKILSTUDIO,August 2022,5171,2505,1904,6,2,754
WANKILSTUDIO,July 2022,4351,2193,1512,8,2,636
WANKILSTUDIO,June 2022,3954,1894,1450,7,2,601
WANKILSTUDIO,May 2022,4024,1992,1377,5,1,649
WANKILSTUDIO,April 2022,3943,2008,1360,11,5,559
WANKILSTUDIO,March 2022,5071,2464,1839,6,5,757
WANKILSTUDIO,February 2022,5319,2424,2088,4,4,799
WANKILSTUDIO,January 2022,883,529,249,2,1,102
WANKILSTUDIO,December 2021,4202,2024,1608,5,1,564
WANKILSTUDIO,November 2021,3307,1685,1175,7,1,439
WANKILSTUDIO,October 2021,3526,1918,1252,11,0,345
WANKILSTUDIO,September 2021,4187,1486,2338,10,0,353
WANKILSTUDIO,August 2021,3166,1430,1445,13,1,277
CAROLA,September 2022,2291,657,1386,5,7,236
CAROLA,August 2022,3737,1465,1765,14,11,482
CAROLA,July 2022,3409,1204,1772,16,12,405
CAROLA,June 2022,3361,1046,1934,13,9,359
CAROLA,May 2022,3885,1255,2160,13,10,447
CAROLA,April 2022,3854,1447,1904,11,9,483
CAROLA,March 2022,3708,1540,1605,16,9,538
CAROLA,February 2022,3371,1062,1903,9,7,390
CAROLA,January 2022,5775,1737,3450,14,11,563
CAROLA,December 2021,4497,1379,2620,17,12,469
CAROLA,November 2021,2864,986,1482,17,8,371
CAROLA,October 2021,4035,1406,2269,21,11,328
CAROLA,September 2021,5075,1259,3443,17,49,307
CAROLA,August 2021,2422,839,1379,13,10,181
PERXITAA,September 2022,2508,632,1597,6,6,267
PERXITAA,August 2022,4567,1165,2870,8,6,518
PERXITAA,July 2022,4916,982,3475,7,6,446
PERXITAA,June 2022,5090,921,3720,9,7,433
PERXITAA,May 2022,4676,1096,3118,7,5,450
PERXITAA,April 2022,5280,1143,3596,12,4,525
PERXITAA,March 2022,8531,1111,6890,12,6,512
PERXITAA,February 2022,5943,793,4740,12,6,392
PERXITAA,January 2022,5866,961,4413,10,9,473
PERXITAA,December 2021,5931,1027,4402,15,4,483
PERXITAA,November 2021,5594,950,4216,8,6,414
PERXITAA,October 2021,6451,1068,5008,19,11,345
PERXITAA,September 2021,6208,954,4950,10,7,287
PERXITAA,August 2021,6195,1227,4626,6,2,334
PERXITAA,July 2021,5965,1533,4052,6,2,372
PERXITAA,June 2021,4908,1234,3341,6,2,325
PERXITAA,May 2021,740,246,447,0,1,46
ARIGAMEPLAYS,September 2022,1546,299,1019,19,8,201
ARIGAMEPLAYS,August 2022,4355,942,2753,44,4,612
ARIGAMEPLAYS,July 2022,2620,588,1677,24,4,327
ARIGAMEPLAYS,June 2022,3248,730,2027,24,9,458
ARIGAMEPLAYS,May 2022,3448,709,2255,23,6,455
ARIGAMEPLAYS,April 2022,5905,1232,3924,23,15,711
ARIGAMEPLAYS,March 2022,201,50,117,1,0,33
ARIGAMEPLAYS,November 2019,297,114,179,2,2,0
ARIGAMEPLAYS,October 2019,251,130,117,2,2,0
ARIGAMEPLAYS,September 2019,840,350,474,6,4,6
ARIGAMEPLAYS,August 2019,943,425,492,20,6,0
ARIGAMEPLAYS,July 2019,682,371,298,7,6,0
ARIGAMEPLAYS,June 2019,769,402,344,8,15,0
ARIGAMEPLAYS,May 2019,923,447,456,13,7,0
ARIGAMEPLAYS,April 2019,1043,623,383,13,9,15
ARIGAMEPLAYS,March 2019,1427,642,729,16,8,32
ARIGAMEPLAYS,February 2019,1252,674,528,6,6,38
ARIGAMEPLAYS,January 2019,1519,729,588,11,6,185
ARIGAMEPLAYS,December 2018,1335,697,454,12,7,165
ARIGAMEPLAYS,November 2018,900,474,304,11,3,108
ARIGAMEPLAYS,October 2018,1067,593,320,15,5,134
ARIGAMEPLAYS,September 2018,1669,957,511,18,6,177
ARIGAMEPLAYS,August 2018,1913,1149,491,13,13,247
ARIGAMEPLAYS,July 2018,1332,892,229,10,10,191
ARIGAMEPLAYS,June 2018,859,544,184,9,3,119
ARIGAMEPLAYS,May 2018,2347,1666,316,14,6,345
ARIGAMEPLAYS,April 2018,1694,1126,310,8,4,246
ARIGAMEPLAYS,March 2018,3228,2421,318,5,9,475
ARIGAMEPLAYS,February 2018,1041,523,365,8,10,135
ARIGAMEPLAYS,January 2018,647,299,257,6,4,81
ARIGAMEPLAYS,December 2017,945,460,353,6,4,122
ARIGAMEPLAYS,November 2017,883,512,241,5,6,119
ARIGAMEPLAYS,October 2017,479,252,151,5,8,63
ARIGAMEPLAYS,September 2017,501,235,191,5,5,65
ARIGAMEPLAYS,August 2017,224,105,90,2,1,26
ARIGAMEPLAYS,July 2017,144,66,59,1,1,17
ARIGAMEPLAYS,June 2017,162,71,73,2,1,15
ARIGAMEPLAYS,May 2017,97,45,42,2,0,8
ARIGAMEPLAYS,April 2017,49,22,24,0,0,3
KYLE,September 2022,3440,650,2381,15,13,381
